Player,Team,S/C,Pos,DOB,Birth City,S/P,Ctry,Ntnlty,Ht,Wt,Draft Yr,Round,Overall,1st Season,HOF,GP,G,A,P
Mitchell Stephens,MTL,R,C,1997-02-05,Peterborough,ON,CAN,CAN,72,203,2015,2,33,20192020,N,38,3,3,6
Chandler Stephenson,VGK,L,C,1994-04-22,Saskatoon,SK,CAN,CAN,72,209,2012,3,77,20152016,N,65,11,15,26
Chris Stewart,--,R,R,1987-10-30,Toronto,ON,CAN,CAN,74,242,2006,1,18,20082009,N,16,0,1,1
Riley Stillman,BUF,L,D,1998-03-09,Peterborough,ON,CAN,CAN,73,196,2016,4,114,20182019,N,34,0,5,5
Mark Stone,VGK,R,R,1992-05-13,Winnipeg,MB,CAN,CAN,75,212,2010,6,178,20122013,N,65,21,42,63
Michael Stone,--,R,D,1990-06-07,Winnipeg,MB,CAN,CAN,75,210,2008,3,69,20112012,N,33,2,5,7
Anton Stralman,--,R,D,1986-08-01,Tibro,--,SWE,SWE,71,193,2005,7,216,20072008,N,69,5,14,19
Dylan Strome,WSH,L,C,1997-03-07,Mississauga,ON,CAN,CAN,75,200,2015,1,3,20162017,N,58,12,26,38
Ryan Strome,ANA,R,C,1993-07-11,Mississauga,ON,CAN,CAN,73,191,2011,1,5,20132014,N,70,18,41,59
P.K. Subban,--,R,D,1989-05-13,Toronto,ON,CAN,CAN,72,210,2007,2,43,20092010,N,68,7,11,18
Oskar Sundqvist,STL,R,C,1994-03-23,Boden,--,SWE,SWE,75,220,2012,3,81,20152016,N,57,12,11,23
Antti Suomela,--,L,C,1994-03-17,Espoo,--,FIN,FIN,72,180,--,--,--,20182019,N,20,1,6,7
Ryan Suter,DAL,L,D,1985-01-21,Madison,WI,USA,USA,73,201,2003,1,7,20052006,N,69,8,40,48
Brandon Sutter,--,R,C,1989-02-14,Huntington,NY,USA,CAN,75,188,2007,1,11,20082009,N,44,8,9,17
Nick Suzuki,MTL,R,C,1999-08-10,London,ON,CAN,CAN,71,212,2017,1,13,20192020,N,71,13,28,41
Andrei Svechnikov,CAR,L,R,2000-03-26,Barnaul,--,RUS,RUS,74,195,2018,1,2,20182019,N,68,24,37,61
Brandon Tanev,SEA,L,L,1991-12-31,Toronto,ON,CAN,CAN,72,189,--,--,--,20152016,N,68,11,14,25
Chris Tanev,DAL,R,D,1989-12-20,Toronto,ON,CAN,CAN,74,193,--,--,--,20102011,N,69,2,18,20
Vladimir Tarasenko,FLA,L,R,1991-12-13,Yaroslavl,--,RUS,RUS,73,219,2010,1,16,20122013,N,10,3,7,10
Tomas Tatar,SEA,L,L,1990-12-01,Ilava,--,SVK,SVK,70,173,2009,2,60,20102011,N,68,22,39,61
John Tavares,TOR,L,C,1990-09-20,Mississauga,ON,CAN,CAN,73,211,2009,1,1,20092010,N,63,26,34,60
Matt Tennyson,--,R,D,1990-04-23,Minneapolis,MN,USA,USA,74,205,--,--,--,20122013,N,20,0,3,3
Teuvo Teravainen,CAR,L,L,1994-09-11,Helsinki,--,FIN,FIN,71,191,2012,1,18,20132014,N,68,15,48,63
Troy Terry,ANA,R,R,1997-09-10,Denver,CO,USA,USA,72,185,2015,5,148,20172018,N,47,4,11,15
Alexandre Texier,CBJ,L,C,1999-09-13,Saint-Martin-d'Hères,--,FRA,FRA,73,201,2017,2,45,20182019,N,36,6,7,13
Shea Theodore,VGK,L,D,1995-08-03,Aldergrove,BC,CAN,CAN,74,197,2013,1,26,20152016,N,71,13,33,46
Robert Thomas,STL,R,C,1999-07-02,Aurora,ON,CAN,CAN,72,218,2017,1,20,20182019,N,66,10,32,42
Nate Thompson,--,L,C,1984-10-05,Anchorage,AK,USA,USA,73,205,2003,6,183,20062007,N,70,4,11,15
Joe Thornton,--,L,C,1979-07-02,London,ON,CAN,CAN,76,220,1997,1,1,19971998,N,70,7,24,31
Chris Tierney,NJD,L,C,1994-07-01,Keswick,ON,CAN,CAN,73,191,2012,2,55,20142015,N,71,11,26,37
Dmytro Timashov,--,L,L,1996-10-01,Kirovograd,--,UKR,UKR,70,189,2015,5,125,20192020,N,44,4,5,9
Jarred Tinordi,CHI,L,D,1992-02-20,Millersville,MD,USA,USA,78,229,2010,1,22,20122013,N,28,1,4,5
Brady Tkachuk,OTT,L,L,1999-09-16,Scottsdale,AZ,USA,USA,76,225,2018,1,4,20182019,N,71,21,23,44
Matthew Tkachuk,FLA,L,L,1997-12-11,Scottsdale,AZ,USA,USA,74,206,2016,1,6,20162017,N,69,23,38,61
Devon Toews,COL,L,D,1994-02-21,Abbotsford,BC,CAN,CAN,73,191,2014,4,108,20182019,N,68,6,22,28
Jonathan Toews,--,L,C,1988-04-29,Winnipeg,MB,CAN,CAN,74,201,2006,1,3,20072008,N,70,18,42,60
Tyler Toffoli,WPG,R,C,1992-04-24,Scarborough,ON,CAN,CAN,72,203,2010,2,47,20122013,N,68,24,20,44
Dominic Toninato,WPG,L,C,1994-03-09,Duluth,MN,USA,USA,74,201,2012,5,126,20172018,N,46,4,7,11
Yakov Trenin,COL,L,C,1997-01-13,Chelyabinsk,--,RUS,RUS,74,201,2015,2,55,20192020,N,21,2,4,6
Vincent Trocheck,NYR,R,C,1993-07-11,Pittsburgh,PA,USA,USA,71,187,2011,3,64,20132014,N,62,11,27,38
Jacob Trouba,NYR,R,D,1994-02-26,Rochester,MI,USA,USA,75,209,2012,1,9,20132014,N,70,7,20,27
Alexander True,FLA,L,C,1997-07-17,Copenhagen,--,DNK,DNK,77,213,--,--,--,20192020,N,12,0,4,4
Alex Tuch,BUF,R,R,1996-05-10,Syracuse,NY,USA,USA,76,215,2014,1,18,20162017,N,42,8,9,17
Kyle Turris,--,R,C,1989-08-14,New Westminster,BC,CAN,CAN,73,190,2007,1,3,20072008,N,62,9,22,31
Carsen Twarynski,--,L,L,1997-11-24,St. Albert,AB,CAN,CAN,74,198,2016,3,82,20192020,N,15,1,0,1
T.J. Tynan,LAK,R,C,1992-02-25,Orland Park,IL,USA,USA,68,160,2011,3,66,20162017,N,16,0,1,1
James van Riemsdyk,BOS,L,L,1989-05-04,Middletown,NJ,USA,USA,75,208,2007,1,2,20092010,N,66,19,21,40
Trevor van Riemsdyk,WSH,R,D,1991-07-24,Middletown,NJ,USA,USA,75,191,--,--,--,20142015,N,49,1,7,8
Sami Vatanen,--,R,D,1991-06-03,Jyväskylä,--,FIN,FIN,70,185,2009,4,106,20122013,N,47,5,18,23
Frank Vatrano,ANA,L,R,1994-03-14,East Longmeadow,MA,USA,USA,71,197,--,--,--,20152016,N,69,16,18,34
Carter Verhaeghe,FLA,L,C,1995-08-14,Toronto,ON,CAN,CAN,74,180,2013,3,82,20192020,N,52,9,4,13
Jimmy Vesey,NYR,L,L,1993-05-26,Boston,MA,USA,USA,74,200,2012,3,66,20162017,N,64,9,11,20
Gabriel Vilardi,WPG,R,C,1999-08-16,Kingston,ON,CAN,CAN,75,216,2017,1,11,20192020,N,10,3,4,7
Jake Virtanen,--,R,R,1996-08-17,Langley,BC,CAN,CAN,73,226,2014,1,6,20152016,N,69,18,18,36
Marc-Edouard Vlasic,SJS,L,D,1987-03-30,Montréal,QC,CAN,CAN,73,205,2005,2,35,20062007,N,70,5,10,15
Jakub Voracek,ARI,L,R,1989-08-15,Kladno,--,CZE,CZE,74,216,2007,1,7,20082009,N,69,12,44,56
Mikhail Vorobyev,VGK,L,C,1997-01-05,Ufa,--,RUS,RUS,74,194,2015,4,104,20182019,N,20,1,2,3
Jakub Vrana,STL,L,L,1996-02-28,Prague,--,CZE,CZE,72,190,2014,1,13,20162017,N,69,25,27,52
Austin Wagner,--,L,L,1997-06-23,Calgary,AB,CAN,CAN,73,195,2015,4,99,20182019,N,65,6,5,11
Chris Wagner,COL,R,R,1991-05-27,Walpole,MA,USA,USA,72,192,2010,5,122,20142015,N,67,6,4,10
Sean Walker,COL,R,D,1994-11-13,Keswick,ON,CAN,CAN,71,191,--,--,--,20182019,N,70,5,19,24
Lucas Wallmark,--,L,C,1995-09-05,Umea,--,SWE,SWE,72,178,2014,4,97,20162017,N,67,12,13,25
Austin Watson,TBL,R,L,1992-01-13,Ann Arbor,MI,USA,USA,76,238,2010,1,18,20122013,N,53,6,8,14
Jordan Weal,--,R,C,1992-04-15,North Vancouver,BC,CAN,CAN,69,181,2010,3,70,20152016,N,49,8,7,15
Shea Weber,ARI,R,D,1985-08-14,Sicamous,BC,CAN,CAN,76,230,2003,2,49,20052006,N,65,15,21,36
Yannick Weber,--,R,D,1988-09-23,Morges,--,CHE,CHE,71,200,2007,3,73,20082009,N,41,1,2,3
MacKenzie Weegar,CGY,R,D,1994-01-07,Ottawa,ON,CAN,CAN,72,206,2013,7,206,20162017,N,45,7,11,18
Dale Weise,--,R,R,1988-08-05,Winnipeg,MB,CAN,CAN,74,196,2008,4,111,20102011,N,23,1,4,5
Alexander Wennberg,NYR,L,C,1994-09-22,Stockholm,--,SWE,SWE,74,190,2013,1,14,20142015,N,57,5,17,22
Zach Werenski,CBJ,L,D,1997-07-19,Grosse Pointe,MI,USA,USA,74,219,2015,1,8,20162017,N,63,20,21,41
Blake Wheeler,NYR,R,R,1986-08-31,Plymouth,MN,USA,USA,77,222,2004,1,5,20082009,N,71,22,43,65
Colin White,MTL,R,C,1997-01-30,Boston,MA,USA,USA,73,194,2015,1,21,20162017,N,61,7,16,23
Zach Whitecloud,VGK,R,D,1996-11-28,Brandon,MB,CAN,CAN,74,218,--,--,--,20172018,N,16,0,1,1
Justin Williams,--,R,R,1981-10-04,Cobourg,ON,CAN,CAN,73,184,2000,1,28,20002001,N,20,8,3,11
Tom Wilson,WSH,R,R,1994-03-29,Toronto,ON,CAN,CAN,76,220,2012,1,16,20132014,N,68,21,23,44
Luke Witkowski,--,R,D,1990-04-14,Holland,MI,USA,USA,74,210,2008,6,160,20142015,N,12,1,2,3
Miles Wood,COL,L,L,1995-09-13,Buffalo,NY,USA,USA,74,195,2013,4,100,20152016,N,68,11,12,23
Kailer Yamamoto,SEA,R,R,1998-09-29,Spokane,WA,USA,USA,68,153,2017,1,22,20172018,N,27,11,15,26
Keith Yandle,--,L,D,1986-09-09,Boston,MA,USA,USA,73,192,2005,4,105,20062007,N,69,5,40,45
Pavel Zacha,BOS,L,C,1997-04-06,Brno,--,CZE,CZE,76,207,2015,1,6,20152016,N,65,8,24,32
Filip Zadina,SJS,L,R,1999-11-27,Pardubice,--,CZE,CZE,72,190,2018,1,6,20182019,N,28,8,7,15
Nikita Zadorov,VAN,L,D,1995-04-16,Moscow,--,RUS,RUS,78,248,2013,1,16,20132014,N,64,4,9,13
Nikita Zaitsev,CHI,R,D,1991-10-29,Moscow,--,RUS,RUS,74,192,--,--,--,20162017,N,58,1,11,12
Travis Zajac,--,R,C,1985-05-13,Winnipeg,MB,CAN,CAN,74,185,2004,1,20,20062007,N,69,9,16,25
Mika Zibanejad,NYR,R,C,1993-04-18,Stockholm,--,SWE,SWE,74,201,2011,1,6,20112012,N,57,41,34,75
Mats Zuccarello,MIN,L,R,1987-09-01,Oslo,--,NOR,NOR,68,181,--,--,--,20102011,N,65,15,22,37
Jason Zucker,NSH,L,L,1992-01-16,Newport Beach,CA,USA,USA,71,192,2010,2,59,20112012,N,60,20,21,41
Valentin Zykov,--,R,L,1995-05-15,St. Petersburg,--,RUS,RUS,72,220,2013,2,37,20162017,N,15,1,3,4
