Player,Team,S/C,Pos,DOB,Birth City,S/P,Ctry,Ntnlty,Ht,Wt,Draft Yr,Round,Overall,1st Season,HOF,GP,G,A,P
Michael Frolik,--,L,R,1988-02-17,Kladno,--,CZE,CZE,73,186,2006,1,10,20082009,N,57,6,8,14
Morgan Frost,PHI,L,C,1999-05-14,Aurora,ON,CAN,CAN,72,193,2017,1,27,20192020,N,20,2,5,7
Sam Gagner,EDM,R,C,1989-08-10,London,ON,CAN,CAN,71,200,2007,1,6,20072008,N,42,6,7,13
Alex Galchenyuk,--,L,C,1994-02-12,Milwaukee,WI,USA,USA,73,194,2012,1,3,20122013,N,59,8,16,24
Brendan Gallagher,MTL,R,R,1992-05-06,Edmonton,AB,CAN,CAN,69,183,2010,5,147,20122013,N,59,22,21,43
Dylan Gambrell,TOR,R,C,1996-08-26,Bonney Lake,WA,USA,USA,72,190,2016,2,60,20172018,N,50,5,6,11
Jake Gardiner,--,L,D,1990-07-04,Minnetonka,MN,USA,USA,74,203,2008,1,17,20112012,N,68,4,20,24
Conor Garland,VAN,R,R,1996-03-11,Scituate,MA,USA,USA,70,165,2015,5,123,20182019,N,68,22,17,39
Adam Gaudette,STL,R,C,1996-10-03,Braintree,MA,USA,USA,73,194,2015,5,149,20172018,N,59,12,21,33
Johnny Gaudreau,CBJ,L,L,1993-08-13,Salem,NJ,USA,USA,69,163,2011,4,104,20132014,N,70,18,40,58
Frederik Gauthier,--,L,C,1995-04-26,Laval,QC,CAN,CAN,77,239,2013,1,21,20152016,N,61,7,5,12
Julien Gauthier,NYI,R,R,1997-10-15,Pointe-aux-Trembles,QC,CAN,CAN,76,226,2016,1,21,20192020,N,17,0,3,3
Vladislav Gavrikov,LAK,L,D,1995-11-21,Yaroslavl,--,RUS,RUS,75,220,2015,6,159,20192020,N,69,5,13,18
Nathan Gerbe,--,L,C,1987-07-24,Oxford,MI,USA,USA,64,176,2005,5,142,20082009,N,30,4,6,10
Ryan Getzlaf,--,R,C,1985-05-10,Regina,SK,CAN,CAN,76,220,2003,1,19,20052006,N,69,13,29,42
Brian Gibbons,--,L,C,1988-02-26,Braintree,MA,USA,USA,68,175,--,--,--,20132014,N,15,0,0,0
Dennis Gilbert,CGY,L,D,1996-10-30,Buffalo,NY,USA,USA,74,216,2015,3,91,20182019,N,21,1,2,3
Mark Giordano,TOR,L,D,1983-10-03,Toronto,ON,CAN,CAN,72,202,--,--,--,20052006,N,60,5,26,31
Samuel Girard,COL,L,D,1998-05-12,Roberval,QC,CAN,CAN,70,170,2016,2,47,20172018,N,70,4,30,34
Zemgus Girgensons,BUF,L,L,1994-01-05,Riga,--,LVA,LVA,74,200,2012,1,14,20132014,N,69,12,7,19
Claude Giroux,OTT,R,R,1988-01-12,Hearst,ON,CAN,CAN,71,188,2006,1,22,20072008,N,69,21,32,53
Cody Glass,NSH,R,C,1999-04-01,Winnipeg,MB,CAN,CAN,75,206,2017,1,6,20192020,N,39,5,7,12
Luke Glendening,TBL,R,C,1989-04-28,Grand Rapids,MI,USA,USA,70,190,--,--,--,20132014,N,60,6,3,9
Alex Goligoski,MIN,L,D,1985-07-30,Grand Rapids,MN,USA,USA,71,173,2004,2,61,20072008,N,70,4,28,32
Cody Goloubef,--,R,D,1989-11-30,Mississauga,ON,CAN,CAN,73,190,2008,2,37,20112012,N,26,1,1,2
Barclay Goodrow,NYR,L,C,1993-02-26,Toronto,ON,CAN,CAN,74,209,--,--,--,20142015,N,70,8,18,26
Shayne Gostisbehere,DET,L,D,1993-04-20,Pembroke Pines,FL,USA,USA,71,183,2012,3,78,20142015,N,42,5,7,12
Yanni Gourde,SEA,L,C,1991-12-15,Saint-Narcisse,QC,CAN,CAN,69,174,--,--,--,20152016,N,70,10,20,30
Michael Grabner,--,L,L,1987-10-05,Villach,--,AUT,AUT,73,188,2006,1,14,20092010,N,46,8,3,11
Markus Granlund,--,L,C,1993-04-16,Oulu,--,FIN,FIN,72,180,2011,2,45,20132014,N,34,3,1,4
Mikael Granlund,SJS,L,C,1992-02-26,Oulu,--,FIN,FIN,70,185,2010,1,9,20122013,N,63,17,13,30
Derek Grant,--,L,C,1990-04-20,Abbotsford,BC,CAN,CAN,75,210,2008,4,119,20122013,N,56,15,10,25
Ryan Graves,PIT,L,D,1995-05-21,Yarmouth,NS,CAN,CAN,77,220,2013,4,110,20182019,N,69,9,17,26
Mike Green,--,R,D,1985-10-12,Calgary,AB,CAN,CAN,73,210,2004,1,29,20052006,N,50,3,8,11
Andy Greene,--,L,D,1982-10-30,Trenton,MI,USA,USA,71,190,--,--,--,20062007,N,63,2,12,14
Jordan Greenway,BUF,L,L,1997-02-16,Canton,NY,USA,USA,78,231,2015,2,50,20172018,N,67,8,20,28
Noah Gregor,TOR,L,C,1998-07-28,Beaumont,AB,CAN,CAN,72,192,2016,4,111,20192020,N,28,3,2,5
Rocco Grimaldi,--,R,R,1993-02-08,Anaheim,CA,USA,USA,66,180,2011,2,33,20142015,N,66,10,21,31
Carl Grundstrom,LAK,L,R,1997-12-01,Umea,--,SWE,SWE,72,200,2016,2,57,20182019,N,13,0,4,4
Matt Grzelcyk,BOS,L,D,1994-01-05,Charlestown,MA,USA,USA,70,180,2012,3,85,20162017,N,68,4,17,21
Radko Gudas,ANA,R,D,1990-06-05,Prague,--,CZE,CZE,72,208,2010,3,66,20122013,N,63,2,13,15
Erik Gudbranson,CBJ,R,D,1992-01-07,Ottawa,ON,CAN,CAN,77,222,2010,1,3,20112012,N,51,4,5,9
Jake Guentzel,CAR,L,C,1994-10-06,Omaha,NE,USA,USA,71,180,2013,3,77,20162017,N,39,20,23,43
Brendan Guhle,--,L,D,1997-07-29,Edmonton,AB,CAN,CAN,74,197,2015,2,51,20162017,N,30,4,4,8
Carl Gunnarsson,--,L,D,1986-11-09,Orebro,--,SWE,SWE,74,198,2007,7,194,20092010,N,36,2,5,7
Denis Gurianov,PHI,L,R,1997-06-07,Togliatti,--,RUS,RUS,75,205,2015,1,12,20162017,N,64,20,9,29
Nikita Gusev,--,R,L,1992-07-08,Moscow,--,RUS,RUS,69,163,2012,7,202,20192020,N,66,13,31,44
David Gustafsson,WPG,L,C,2000-04-11,Tingsryd,--,SWE,SWE,74,196,2018,2,60,20192020,N,22,1,0,1
Erik Gustafsson,NYR,L,D,1992-03-14,Nynashamn,--,SWE,SWE,73,189,2012,4,93,20152016,N,66,6,23,29
Gaetan Haas,--,R,C,1992-01-31,Biel-Bienne,--,CHE,CHE,72,181,--,--,--,20192020,N,58,5,5,10
Carl Hagelin,--,L,L,1988-08-23,Sodertalje,--,SWE,SWE,72,183,2007,6,168,20112012,N,58,8,17,25
Robert Hagg,ANA,L,D,1995-02-08,Uppsala,--,SWE,SWE,74,210,2013,2,41,20162017,N,49,3,10,13
Nicolas Hague,VGK,L,D,1998-12-05,Kitchener,ON,CAN,CAN,78,240,2017,2,34,20192020,N,38,1,10,11
Ron Hainsey,--,L,D,1981-03-24,Bolton,CT,USA,USA,75,201,2000,1,13,20022003,N,64,1,11,12
Libor Hajek,--,L,D,1998-02-04,Smrcek,--,CZE,CZE,74,209,2016,2,37,20182019,N,28,0,5,5
Micheal Haley,--,L,L,1986-03-30,Guelph,ON,CAN,CAN,71,213,--,--,--,20092010,N,22,1,0,1
Taylor Hall,CHI,L,L,1991-11-14,Calgary,AB,CAN,CAN,73,210,2010,1,1,20102011,N,65,16,36,52
Dan Hamhuis,--,L,D,1982-12-13,Smithers,BC,CAN,CAN,73,204,2001,1,12,20032004,N,60,0,8,8
Dougie Hamilton,NJD,R,D,1993-06-17,Toronto,ON,CAN,CAN,78,230,2011,1,9,20122013,N,47,14,26,40
Travis Hamonic,OTT,R,D,1990-08-16,St. Malo,MB,CAN,CAN,73,200,2008,2,53,20102011,N,50,3,9,12
Noah Hanifin,VGK,L,D,1997-01-25,Boston,MA,USA,USA,75,207,2015,1,5,20152016,N,70,5,17,22
Jansen Harkins,PIT,L,C,1997-05-23,Cleveland,OH,USA,USA,74,197,2015,2,47,20192020,N,29,2,5,7
Scott Harrington,--,L,D,1993-03-10,Kingston,ON,CAN,CAN,74,204,2011,2,54,20142015,N,39,1,7,8
Ryan Hartman,MIN,R,R,1994-09-20,Hilton Head Island,SC,USA,USA,72,197,2013,1,30,20142015,N,69,9,11,20
Garnet Hathaway,PHI,R,R,1991-11-23,Naples,FL,USA,USA,74,212,--,--,--,20152016,N,66,9,7,16
Erik Haula,NJD,L,L,1991-03-23,Pori,--,FIN,FIN,71,191,2009,7,182,20132014,N,48,12,12,24
Jayce Hawryluk,--,R,R,1996-01-01,Yorkton,SK,CAN,CAN,71,196,2014,2,32,20182019,N,26,3,7,10
John Hayden,SEA,R,C,1995-02-14,Chicago,IL,USA,USA,75,223,2013,3,74,20162017,N,43,3,1,4
Kevin Hayes,STL,L,R,1992-05-08,Dorchester,MA,USA,USA,77,216,2010,1,24,20142015,N,69,23,18,41
Barrett Hayton,ARI,L,C,2000-06-09,Peterborough,ON,CAN,CAN,73,207,2018,1,5,20192020,N,20,1,3,4
Victor Hedman,TBL,L,D,1990-12-18,Ornskoldsvik,--,SWE,SWE,79,246,2009,1,2,20092010,N,66,11,44,55
Tim Heed,--,R,D,1991-01-27,Gothenburg,--,SWE,SWE,71,180,2010,5,132,20162017,N,38,1,4,5
Danton Heinen,BOS,L,L,1995-07-05,Langley,BC,CAN,CAN,74,195,2014,4,116,20162017,N,67,10,16,26
Miro Heiskanen,DAL,L,D,1999-07-18,Espoo,--,FIN,FIN,74,197,2017,1,3,20182019,N,68,8,27,35
Darren Helm,--,L,C,1987-01-21,St. Andrews,MB,CAN,CAN,72,192,2005,5,132,20072008,N,68,9,7,16
Adam Henrique,EDM,L,C,1990-02-06,Brantford,ON,CAN,CAN,72,195,2008,3,82,20102011,N,71,26,17,43
Tomas Hertl,VGK,L,C,1993-11-12,Praha,--,CZE,CZE,75,215,2012,1,17,20132014,N,48,16,20,36
Matthew Highmore,OTT,L,C,1996-02-27,Halifax,NS,CAN,CAN,71,188,--,--,--,20172018,N,36,2,4,6
Vinnie Hinostroza,PIT,R,C,1994-04-03,Chicago,IL,USA,USA,70,183,2012,6,169,20152016,N,68,5,17,22
Roope Hintz,DAL,L,C,1996-11-17,Nokia,--,FIN,FIN,75,212,2015,2,49,20182019,N,60,19,14,33
Taro Hirose,DET,L,L,1996-06-30,Calgary,AB,CAN,CAN,70,162,--,--,--,20182019,N,26,2,5,7
Nico Hischier,NJD,L,C,1999-01-04,Brig,--,CHE,CHE,73,175,2017,1,1,20172018,N,58,14,22,36
Niklas Hjalmarsson,--,L,D,1987-06-06,Eksjo,--,SWE,SWE,75,197,2005,4,108,20072008,N,27,1,4,5
Mike Hoffman,SJS,L,C,1989-11-24,Kitchener,ON,CAN,CAN,72,190,2009,5,130,20112012,N,69,29,30,59
Nick Holden,--,L,D,1987-05-15,St. Albert,AB,CAN,CAN,76,210,--,--,--,20102011,N,61,6,8,14
Justin Holl,DET,R,D,1992-01-30,Tonka Bay,MN,USA,USA,76,194,2010,2,54,20172018,N,68,2,16,18
Korbinian Holzer,--,R,D,1988-02-16,Munich,--,DEU,DEU,75,213,2006,4,111,20102011,N,49,1,3,4
Patric Hornqvist,--,R,R,1987-01-01,Sollentuna,--,SWE,SWE,71,189,2005,7,230,20082009,N,52,17,15,32
Bo Horvat,NYI,L,C,1995-04-05,London,ON,CAN,CAN,73,213,2013,1,9,20142015,N,69,22,31,53
Brett Howden,VGK,L,C,1998-03-29,Calgary,AB,CAN,CAN,74,200,2016,1,27,20182019,N,70,9,10,19
Filip Hronek,VAN,R,D,1997-11-02,Hradec Kralove,--,CZE,CZE,72,190,2016,2,53,20182019,N,65,9,22,31
Jonathan Huberdeau,CGY,L,C,1993-06-04,Saint-Jerome,QC,CAN,CAN,73,200,2011,1,3,20122013,N,69,23,55,78
Charles Hudon,--,L,L,1994-06-23,Alma,QC,CAN,CAN,70,190,2012,5,122,20152016,N,15,1,1,2
Jack Hughes,NJD,L,C,2001-05-14,Orlando,FL,USA,USA,71,175,2019,1,1,20192020,N,61,7,14,21
Quinn Hughes,VAN,L,D,1999-10-14,Orlando,FL,USA,USA,70,180,2018,1,7,20182019,N,68,8,45,53
Brad Hunt,COL,L,D,1988-08-24,Maple Ridge,BC,CAN,CAN,69,177,--,--,--,20132014,N,59,8,11,19
Dryden Hunt,CGY,L,L,1995-11-24,Cranbrook,BC,CAN,CAN,72,193,--,--,--,20172018,N,21,0,4,4
Ben Hutton,VGK,L,D,1993-04-20,Brockville,ON,CAN,CAN,75,201,2012,5,147,20152016,N,65,4,12,16
Zach Hyman,EDM,R,L,1992-06-09,Toronto,ON,CAN,CAN,73,206,2010,5,123,20152016,N,51,21,16,37
Alex Iafallo,WPG,L,L,1993-12-21,Eden,NY,USA,USA,72,201,--,--,--,20172018,N,70,17,26,43
Matt Irwin,VAN,L,D,1987-11-29,Victoria,BC,CAN,CAN,74,200,--,--,--,20122013,N,36,0,3,3
Mark Jankowski,NSH,L,C,1994-09-13,Hamilton,ON,CAN,CAN,76,212,2012,1,21,20162017,N,56,5,2,7
Mattias Janmark,EDM,L,C,1992-12-08,Danderyd,--,SWE,SWE,74,205,2013,3,79,20152016,N,62,6,15,21
Calle Jarnkrok,TOR,R,C,1991-09-25,Gavle,--,SWE,SWE,72,190,2010,2,51,20132014,N,64,15,19,34
Christian Jaros,--,R,D,1996-04-02,Kosice,--,SVK,SVK,75,222,2015,5,139,20172018,N,13,0,3,3
Boone Jenner,CBJ,L,C,1993-06-15,Dorchester,ON,CAN,CAN,74,208,2011,2,37,20132014,N,70,11,13,24
Nick Jensen,WSH,R,D,1990-09-21,Rogers,MN,USA,USA,73,205,2009,5,150,20162017,N,68,0,8,8
Ryan Johansen,PHI,R,C,1992-07-31,Vancouver,BC,CAN,CAN,75,218,2010,1,4,20112012,N,68,14,22,36
Marcus Johansson,MIN,L,L,1990-10-06,Landskrona,--,SWE,SWE,73,203,2009,1,24,20102011,N,60,9,21,30
Stephen Johns,--,R,D,1992-04-18,Ellwood City,PA,USA,USA,76,225,2010,2,60,20152016,N,17,2,3,5
Erik Johnson,PHI,R,D,1988-03-21,Bloomington,MN,USA,USA,76,225,2006,1,1,20072008,N,59,3,13,16
Jack Johnson,COL,L,D,1987-01-13,Indianapolis,IN,USA,USA,73,227,2005,1,3,20062007,N,67,3,8,11
Tyler Johnson,CHI,R,C,1990-07-29,Spokane,WA,USA,USA,68,185,--,--,--,20122013,N,65,14,17,31
Andreas Johnsson,--,L,L,1994-11-21,Gavle,--,SWE,SWE,70,195,2013,7,202,20172018,N,43,8,13,21
Ross Johnston,ANA,L,L,1994-02-18,Charlottetown,PE,CAN,CAN,77,234,--,--,--,20152016,N,32,3,1,4
Henri Jokiharju,BUF,R,D,1999-06-17,Oulu,--,FIN,FIN,72,200,2017,1,29,20182019,N,69,4,11,15
Caleb Jones,COL,L,D,1997-06-06,Arlington,TX,USA,USA,73,194,2015,4,117,20182019,N,43,4,5,9
Max Jones,ANA,L,L,1998-02-17,Rochester,MI,USA,USA,75,216,2016,1,24,20182019,N,59,8,4,12
Seth Jones,CHI,R,D,1994-10-03,Arlington,TX,USA,USA,76,213,2013,1,4,20132014,N,56,6,24,30
Mathieu Joseph,OTT,L,R,1997-02-09,Laval,QC,CAN,CAN,73,186,2015,4,120,20182019,N,37,4,3,7
Roman Josi,NSH,L,D,1990-06-01,Bern,--,CHE,CHE,73,201,2008,2,38,20112012,N,69,16,49,65
Tyson Jost,BUF,L,C,1998-03-14,St. Albert,AB,CAN,CAN,71,187,2016,1,10,20162017,N,67,8,15,23
Tomas Jurco,--,L,R,1992-12-28,Kosice,--,SVK,SVK,74,197,2011,2,35,20132014,N,12,0,2,2
Nazem Kadri,CGY,L,C,1990-10-06,London,ON,CAN,CAN,72,185,2009,1,7,20092010,N,51,19,17,36
Dominik Kahun,--,L,C,1995-07-02,Plana,--,CZE,DEU,71,175,--,--,--,20182019,N,56,12,19,31
Kaapo Kakko,NYR,L,R,2001-02-13,Turku,--,FIN,FIN,74,205,2019,1,2,20192020,N,66,10,13,23
Vladislav Kamenev,COL,L,C,1996-08-12,Orsk,--,RUS,RUS,74,194,2014,2,42,20162017,N,38,1,7,8
David Kampf,TOR,L,C,1995-01-12,Chomutov,--,CZE,CZE,74,190,--,--,--,20172018,N,70,8,8,16
Steven Kampfer,ARI,R,D,1988-09-24,Ann Arbor,MI,USA,USA,71,198,2007,4,93,20102011,N,10,0,2,2
Evander Kane,EDM,L,L,1991-08-02,Vancouver,BC,CAN,CAN,74,218,2009,1,4,20092010,N,64,26,21,47
Patrick Kane,DET,L,R,1988-11-19,Buffalo,NY,USA,USA,70,177,2007,1,1,20072008,N,70,33,51,84
Kasperi Kapanen,STL,R,R,1996-07-23,Kuopio,--,FIN,FIN,73,194,2014,1,22,20152016,N,69,13,23,36
Erik Karlsson,PIT,R,D,1990-05-31,Landsbro,--,SWE,SWE,72,190,2008,1,15,20092010,N,56,6,34,40
Melker Karlsson,--,R,C,1990-07-18,Lycksele,--,SWE,SWE,72,180,--,--,--,20142015,N,61,6,6,12
William Karlsson,VGK,L,C,1993-01-08,Marsta,--,SWE,SWE,72,190,2011,2,53,20142015,N,63,15,31,46
Ondrej Kase,--,R,R,1995-11-08,Kadan,--,CZE,CZE,72,187,2014,7,205,20162017,N,55,7,17,24
Zack Kassian,--,R,R,1991-01-24,Windsor,ON,CAN,CAN,75,211,2009,1,13,20112012,N,59,15,19,34
Duncan Keith,--,L,D,1983-07-16,Winnipeg,MB,CAN,CAN,73,192,2002,2,54,20052006,N,61,3,24,27
Clayton Keller,ARI,L,R,1998-07-29,Chesterfield,MO,USA,USA,70,178,2016,1,7,20162017,N,70,17,27,44
Joel Kellman,--,L,C,1994-05-25,Karlskrona,--,SWE,SWE,71,192,--,--,--,20192020,N,31,3,4,7
Adrian Kempe,LAK,L,R,1996-09-13,Kramfors,--,SWE,SWE,74,200,2014,1,29,20162017,N,69,11,21,32
Michal Kempny,--,L,D,1990-09-08,Hodonin,--,CZE,CZE,73,190,--,--,--,20162017,N,58,3,15,18
Alex Kerfoot,ARI,L,C,1994-08-11,Vancouver,BC,CAN,CAN,71,186,2012,5,150,20172018,N,65,9,19,28
Phil Kessel,--,R,R,1987-10-02,Madison,WI,USA,USA,71,208,2006,1,5,20062007,N,70,14,24,38
Jujhar Khaira,MIN,L,L,1994-08-13,Surrey,BC,CAN,CAN,76,212,2012,3,63,20152016,N,64,6,4,10
Alex Killorn,ANA,L,L,1989-09-14,Halifax,NS,CAN,CAN,73,194,2007,3,77,20122013,N,68,26,23,49
Joel Kiviranta,COL,L,L,1996-03-23,Vantaa,--,FIN,FIN,71,185,--,--,--,20192020,N,11,1,0,1
Oscar Klefbom,--,L,D,1993-07-20,Karlstad,--,SWE,SWE,75,216,2011,1,19,20132014,N,62,5,29,34
John Klingberg,TOR,R,D,1992-08-14,Gothenburg,--,SWE,SWE,74,185,2010,5,131,20142015,N,58,6,26,32
Slater Koekkoek,--,L,D,1994-02-18,Winchester,ON,CAN,CAN,74,193,2012,1,10,20142015,N,42,1,9,10
Mikko Koivu,--,L,C,1983-03-12,Turku,--,FIN,FIN,75,213,2001,1,6,20052006,N,55,4,17,21
Otto Koivula,NYI,L,L,1998-09-01,Nokia,--,FIN,FIN,76,229,2016,4,120,20192020,N,12,0,0,0
Leo Komarov,--,L,R,1987-01-23,Narva,--,EST,FIN,71,205,2006,6,180,20122013,N,48,4,10,14
Travis Konecny,PHI,R,R,1997-03-11,London,ON,CAN,CAN,70,192,2015,1,24,20162017,N,66,24,37,61
Anze Kopitar,LAK,L,C,1987-08-24,Jesenice,--,SVN,SVN,75,225,2005,1,11,20062007,N,70,21,41,62
Jesperi Kotkaniemi,CAR,L,C,2000-07-06,Pori,--,FIN,FIN,74,201,2018,1,3,20182019,N,36,6,2,8
Ilya Kovalchuk,--,R,L,1983-04-15,Tver,--,RUS,RUS,75,222,2001,1,1,20012002,N,46,10,16,26
Chris Kreider,NYR,L,L,1991-04-30,Boxford,MA,USA,USA,75,233,2009,1,19,20122013,N,63,24,21,45
David Krejci,--,R,C,1986-04-28,Sternberk,--,CZE,CZE,72,192,2004,2,63,20062007,N,61,13,30,43
Torey Krug,STL,L,D,1991-04-12,Livonia,MI,USA,USA,69,194,--,--,--,20112012,N,61,9,40,49
Dominik Kubalik,OTT,L,L,1995-08-21,Plzen,--,CZE,CZE,74,192,2013,7,191,20192020,N,68,30,16,46
Nikita Kucherov,TBL,L,R,1993-06-17,Maykop,--,RUS,RUS,71,182,2011,2,58,20132014,N,68,33,52,85
Karson Kuhlman,NYI,R,C,1995-09-26,Esko,MN,USA,USA,71,184,--,--,--,20182019,N,25,1,5,6
Tom Kuhnhackl,--,L,R,1992-01-21,Landshut,--,DEU,DEU,74,190,2010,4,110,20152016,N,28,3,3,6
Dean Kukan,--,L,D,1993-07-08,Volketswil,--,CHE,CHE,74,190,--,--,--,20152016,N,33,1,4,5
Brett Kulak,EDM,L,D,1994-01-06,Edmonton,AB,CAN,CAN,74,192,2012,4,105,20142015,N,56,0,7,7
Dmitry Kulikov,FLA,L,D,1990-10-29,Lipetsk,--,RUS,RUS,73,201,2009,1,14,20092010,N,51,2,8,10
Luke Kunin,SJS,R,C,1997-12-04,Chesterfield,MO,USA,USA,72,197,2016,1,15,20172018,N,63,15,16,31
Sean Kuraly,CBJ,L,C,1993-01-20,Niagara Falls,NY,USA,USA,74,215,2011,5,133,20162017,N,69,6,17,23
Evgeny Kuznetsov,CAR,L,C,1992-05-19,Chelyabinsk,--,RUS,RUS,74,207,2010,1,26,20132014,N,63,19,33,52
Oliver Kylington,CGY,L,D,1997-05-19,Stockholm,--,SWE,SWE,72,183,2015,2,60,20152016,N,48,2,5,7
Jordan Kyrou,STL,R,C,1998-05-05,Toronto,ON,CAN,CAN,73,196,2016,2,35,20182019,N,28,4,5,9
Kevin Labanc,SJS,R,R,1995-12-12,Brooklyn,NY,USA,USA,71,185,2014,6,171,20162017,N,70,14,19,33
Sam Lafferty,VAN,R,C,1995-03-06,Hollidaysburg,PA,USA,USA,74,205,2014,4,113,20192020,N,50,6,7,13
Patrik Laine,CBJ,R,L,1998-04-19,Tampere,--,FIN,FIN,77,215,2016,1,2,20162017,N,68,28,35,63
Gabriel Landeskog,COL,L,L,1992-11-23,Stockholm,--,SWE,SWE,73,215,2011,1,2,20112012,N,54,21,23,44
Dylan Larkin,DET,L,C,1996-07-30,Waterford,MI,USA,USA,73,199,2014,1,15,20152016,N,71,19,34,53
Adam Larsson,SEA,R,D,1992-11-12,Skelleftea,--,SWE,SWE,75,209,2011,1,4,20112012,N,49,1,5,6
Jacob Larsson,OTT,L,D,1997-04-29,Ljungby,--,SWE,SWE,74,193,2015,1,27,20162017,N,60,2,9,11
Johan Larsson,--,L,L,1992-07-25,Lau,--,SWE,SWE,71,206,2010,2,56,20122013,N,62,6,12,18
Scott Laughton,PHI,L,C,1994-05-30,Oakville,ON,CAN,CAN,73,191,2012,1,20,20122013,N,49,13,14,27
Jeremy Lauzon,NSH,L,D,1997-04-28,Val-d'Or,QC,CAN,CAN,75,225,2015,2,52,20182019,N,19,1,1,2
Curtis Lazar,NJD,R,C,1995-02-02,Salmon Arm,BC,CAN,CAN,72,203,2013,1,17,20142015,N,38,5,5,10
Nick Leddy,STL,L,D,1991-03-20,Eden Prairie,MN,USA,USA,72,205,2009,1,16,20102011,N,60,3,18,21
Anders Lee,NYI,L,L,1990-07-03,Edina,MN,USA,USA,75,227,2009,6,152,20122013,N,68,20,23,43
Artturi Lehkonen,COL,L,L,1995-07-04,Piikkio,--,FIN,FIN,71,179,2013,2,55,20162017,N,70,13,14,27
Brendan Leipsic,--,L,L,1994-05-19,Winnipeg,MB,CAN,CAN,71,180,2012,3,89,20152016,N,61,3,8,11
Josh Leivo,--,R,L,1993-05-26,Innisfil,ON,CAN,CAN,74,192,2011,3,86,20132014,N,36,7,12,19
Brendan Lemieux,CAR,L,L,1996-03-15,Denver,CO,USA,USA,73,215,2014,2,31,20172018,N,59,6,12,18
Kris Letang,PIT,R,D,1987-04-24,Montréal,QC,CAN,CAN,72,201,2005,3,62,20062007,N,61,15,29,44
Trevor Lewis,LAK,R,C,1987-01-08,Salt Lake City,UT,USA,USA,73,205,2006,1,17,20082009,N,56,6,6,12
Jakob Lilja,--,L,L,1993-07-23,Malmo,--,SWE,SWE,73,196,--,--,--,20192020,N,37,2,3,5
Timothy Liljegren,TOR,R,D,1999-04-30,Kristianstad,--,SWE,SWE,73,190,2017,1,17,20192020,N,11,0,1,1
Oskar Lindblom,SJS,L,L,1996-08-15,Gavle,--,SWE,SWE,73,191,2014,5,138,20172018,N,30,11,7,18
Esa Lindell,DAL,L,D,1994-05-23,Vantaa,--,FIN,FIN,75,216,2012,3,74,20152016,N,69,3,20,23
Ryan Lindgren,NYR,L,D,1998-02-11,Burnsville,MN,USA,USA,72,193,2016,2,49,20182019,N,60,1,13,14
Elias Lindholm,VAN,R,C,1994-12-02,Boden,--,SWE,SWE,73,202,2013,1,5,20132014,N,70,29,25,54
Hampus Lindholm,BOS,L,D,1994-01-20,Helsingborg,--,SWE,SWE,76,224,2012,1,6,20132014,N,56,2,21,23
Par Lindholm,--,L,C,1991-10-05,Kusmark,--,SWE,SWE,72,181,--,--,--,20182019,N,40,3,3,6
Gustav Lindstrom,ANA,R,D,1998-10-20,Ostervala,--,SWE,SWE,74,194,2017,2,38,20192020,N,16,0,1,1
Blake Lizotte,LAK,L,C,1997-12-13,Lindstrom,MN,USA,USA,69,175,--,--,--,20182019,N,65,6,17,23
Adam Lowry,WPG,L,C,1993-03-29,St. Louis,MO,USA,USA,77,210,2011,3,67,20142015,N,49,4,6,10
Milan Lucic,BOS,L,L,1988-06-07,Vancouver,BC,CAN,CAN,75,236,2006,2,50,20072008,N,68,8,12,20
Matt Luff,DET,R,R,1997-05-05,Oakville,ON,CAN,CAN,74,196,--,--,--,20182019,N,18,1,4,5
Isac Lundestrom,ANA,L,C,1999-11-06,Gallivare,--,SWE,SWE,72,193,2018,1,23,20182019,N,15,0,4,4
Joona Luoto,--,L,L,1997-09-26,Tampere,--,FIN,FIN,75,210,--,--,--,20192020,N,16,0,0,0
Ilya Lyubushkin,TOR,R,D,1994-04-06,Moscow,--,RUS,RUS,74,200,--,--,--,20182019,N,51,0,4,4
Olli Maatta,DET,L,D,1994-08-22,Jyväskylä,--,FIN,FIN,74,207,2012,1,22,20132014,N,65,4,13,17
Kurtis MacDermid,NJD,L,L,1994-03-25,Quebec City,QC,CAN,CAN,77,233,--,--,--,20172018,N,45,3,5,8
Mackenzie MacEachern,STL,L,L,1994-03-09,Bloomfield Hills,MI,USA,USA,74,193,2012,3,67,20182019,N,51,7,3,10
Zack MacEwen,OTT,R,R,1996-07-08,Charlottetown,PE,CAN,CAN,76,240,--,--,--,20182019,N,17,5,1,6
Ryan MacInnis,--,L,C,1996-02-14,St. Louis,MO,USA,USA,76,201,2014,2,43,20192020,N,10,0,1,1
Nathan MacKinnon,COL,R,C,1995-09-01,Halifax,NS,CAN,CAN,72,200,2013,1,1,20132014,N,69,35,58,93
Josh Mahura,FLA,L,D,1998-05-05,St. Albert,AB,CAN,CAN,72,193,2016,3,85,20182019,N,11,1,3,4
Cale Makar,COL,R,D,1998-10-30,Calgary,AB,CAN,CAN,72,187,2017,1,4,20192020,N,57,12,38,50
Denis Malgin,--,R,C,1997-01-18,Olten,--,CHE,CHE,69,182,2015,4,102,20162017,N,44,4,8,12
Evgeni Malkin,PIT,L,C,1986-07-31,Magnitogorsk,--,RUS,RUS,75,195,2004,1,2,20062007,N,55,25,49,74
