Player,Team,S/C,Pos,DOB,Birth City,S/P,Ctry,Ntnlty,Ht,Wt,Draft Yr,Round,Overall,1st Season,HOF,GP,G,A,P
Lukas Sedlak,--,L,C,1993-02-25,_x001A_eské Bud_x001A_jovice,--,CZE,CZE,72,205,2011,6,158,20162017,N,30,3,5,8
Nick Seeler,PHI,L,D,1993-06-03,Eden Prairie,MN,USA,USA,75,197,2011,5,131,20172018,N,77,4,10,14
Tyler Seguin,DAL,R,C,1992-01-31,Brampton,ON,CAN,CAN,73,207,2010,1,2,20102011,N,76,21,29,50
Moritz Seider,DET,R,D,2001-04-06,Zell,--,DEU,DEU,75,205,2019,1,6,20212022,N,82,5,37,42
Mikhail Sergachev,TBL,L,D,1998-06-25,Nizhnekamsk,--,RUS,RUS,75,211,2016,1,9,20162017,N,79,10,54,64
Damon Severson,CBJ,R,D,1994-08-07,Melville,SK,CAN,CAN,74,202,2012,2,60,20142015,N,81,7,26,33
Yegor Sharangovich,CGY,L,C,1998-06-06,Minsk,--,BLR,BLR,74,196,2018,5,141,20202021,N,75,13,17,30
Kevin Shattenkirk,BOS,R,D,1989-01-29,New Rochelle,NY,USA,USA,72,203,2007,1,14,20102011,N,75,4,23,27
Mason Shaw,MIN,L,C,1998-11-03,Lloydminster,AB,CAN,CAN,70,184,2017,4,97,20212022,N,59,7,10,17
Conor Sheary,TBL,L,L,1992-06-08,Winchester,MA,USA,USA,68,179,--,--,--,20152016,N,82,15,22,37
Kiefer Sherwood,NSH,R,L,1995-03-31,Columbus,OH,USA,USA,72,194,--,--,--,20182019,N,32,7,6,13
Devin Shore,SEA,L,C,1994-07-19,Ajax,ON,CAN,CAN,73,206,2012,2,61,20152016,N,47,1,8,9
Jonas Siegenthaler,NJD,L,D,1997-05-06,Zurich,--,CHE,CHE,74,218,2015,2,57,20182019,N,80,4,17,21
Jakob Silfverberg,ANA,R,R,1990-10-13,Gavle,--,SWE,SWE,73,207,2009,2,39,20122013,N,81,10,16,26
Cole Sillinger,CBJ,L,C,2003-05-16,Columbus,OH,USA,USA,73,199,2021,1,12,20212022,N,64,3,8,11
Radim Simek,DET,L,D,1992-09-20,Mlada Boleslav,--,CZE,CZE,72,204,--,--,--,20182019,N,44,1,2,3
Wayne Simmonds,--,R,R,1988-08-26,Scarborough,ON,CAN,CAN,74,184,2007,2,61,20082009,N,18,0,2,2
Colton Sissons,NSH,R,C,1993-11-05,North Vancouver,BC,CAN,CAN,73,200,2012,2,50,20132014,N,82,12,18,30
Jeff Skinner,BUF,L,L,1992-05-16,Toronto,ON,CAN,CAN,71,200,2010,1,7,20102011,N,79,35,47,82
Brady Skjei,CAR,L,D,1994-03-26,Lakeville,MN,USA,USA,75,210,2012,1,28,20152016,N,81,18,20,38
Juraj Slafkovsky,MTL,L,L,2004-03-30,Kosice,--,SVK,SVK,75,230,2022,1,1,20222023,N,39,4,6,10
Jaccob Slavin,CAR,L,D,1994-05-01,Denver,CO,USA,USA,75,207,2012,4,120,20152016,N,76,7,20,27
Brendan Smith,NJD,L,D,1989-02-08,Mimico,ON,CAN,CAN,74,200,2007,1,27,20112012,N,60,0,5,5
Cole Smith,NSH,L,L,1995-10-28,Brainerd,MN,USA,USA,75,195,--,--,--,20202021,N,69,4,13,17
Craig Smith,DAL,R,C,1989-09-05,Madison,WI,USA,USA,73,203,2009,4,98,20112012,N,64,9,7,16
Givani Smith,SJS,L,R,1998-02-27,Toronto,ON,CAN,CAN,74,214,2016,2,46,20192020,N,36,1,3,4
Reilly Smith,PIT,L,R,1991-04-01,Mimico,ON,CAN,CAN,73,185,2009,3,69,20112012,N,78,26,30,56
Joe Snively,WSH,L,C,1996-01-01,Herndon,VA,USA,USA,69,176,--,--,--,20212022,N,12,2,2,4
Elmer Soderblom,DET,L,L,2001-07-05,Gothenburg,--,SWE,SWE,80,246,2019,6,159,20222023,N,21,5,3,8
Victor Soderstrom,ARI,R,D,2001-02-26,Gavle,--,SWE,SWE,71,184,2019,1,11,20202021,N,30,0,9,9
Carson Soucy,VAN,L,D,1994-07-27,Viking,AB,CAN,CAN,77,208,2013,5,137,20172018,N,78,3,13,16
Daniel Sprong,DET,R,R,1997-03-17,Amsterdam,--,NLD,NLD,72,195,2015,2,46,20152016,N,66,21,25,46
Jared Spurgeon,MIN,R,D,1989-11-29,Edmonton,AB,CAN,CAN,69,166,2008,6,156,20102011,N,79,11,23,34
Eric Staal,--,L,C,1984-10-29,Thunder Bay,ON,CAN,CAN,76,195,2003,1,2,20032004,N,72,14,15,29
Jordan Staal,CAR,L,C,1988-09-10,Thunder Bay,ON,CAN,CAN,76,220,2006,1,2,20062007,N,81,17,17,34
Marc Staal,PHI,L,D,1987-01-13,Thunder Bay,ON,CAN,CAN,76,208,2005,1,12,20072008,N,82,3,12,15
Steven Stamkos,TBL,R,C,1990-02-07,Markham,ON,CAN,CAN,73,193,2008,1,1,20082009,N,81,34,50,84
Logan Stanley,WPG,L,D,1998-05-26,Waterloo,ON,CAN,CAN,79,231,2016,1,18,20202021,N,19,1,2,3
Paul Stastny,--,L,C,1985-12-27,Quebec City,QC,CAN,USA,72,193,2005,2,44,20062007,N,73,9,13,22
Troy Stecher,EDM,R,D,1994-04-07,Richmond,BC,CAN,CAN,70,184,--,--,--,20162017,N,81,3,11,14
Sam Steel,DAL,L,C,1998-02-03,Ardrossan,AB,CAN,CAN,72,185,2016,1,30,20182019,N,65,10,18,28
Kevin Stenlund,FLA,R,C,1996-09-20,Stockholm,--,SWE,SWE,77,215,2015,2,58,20182019,N,54,6,3,9
Derek Stepan,--,R,C,1990-06-18,Hastings,MN,USA,USA,71,196,2008,2,51,20102011,N,73,5,6,11
Chandler Stephenson,VGK,L,C,1994-04-22,Saskatoon,SK,CAN,CAN,72,209,2012,3,77,20152016,N,81,16,49,65
Riley Stillman,BUF,L,D,1998-03-09,Peterborough,ON,CAN,CAN,73,196,2016,4,114,20182019,N,50,1,7,8
Mark Stone,VGK,R,R,1992-05-13,Winnipeg,MB,CAN,CAN,75,212,2010,6,178,20122013,N,43,17,21,38
Michael Stone,--,R,D,1990-06-07,Winnipeg,MB,CAN,CAN,75,210,2008,3,69,20112012,N,48,6,5,11
Dylan Strome,WSH,L,C,1997-03-07,Mississauga,ON,CAN,CAN,75,200,2015,1,3,20162017,N,81,23,42,65
Ryan Strome,ANA,R,C,1993-07-11,Mississauga,ON,CAN,CAN,73,191,2011,1,5,20132014,N,82,15,26,41
Jack Studnicka,SJS,R,C,1999-02-18,Windsor,ON,CAN,CAN,73,187,2017,2,53,20192020,N,48,4,4,8
Nico Sturm,SJS,L,C,1995-05-03,Augsburg,--,DEU,DEU,75,209,--,--,--,20182019,N,74,14,12,26
Tim Stützle,OTT,L,C,2002-01-15,Viersen,--,DEU,DEU,72,197,2020,1,3,20202021,N,78,39,51,90
Oskar Sundqvist,STL,R,C,1994-03-23,Boden,--,SWE,SWE,75,220,2012,3,81,20152016,N,67,10,18,28
Pius Suter,VAN,L,C,1996-05-24,Zurich,--,CHE,CHE,71,179,--,--,--,20202021,N,79,14,10,24
Ryan Suter,DAL,L,D,1985-01-21,Madison,WI,USA,USA,73,201,2003,1,7,20052006,N,82,3,22,25
Nick Suzuki,MTL,R,C,1999-08-10,London,ON,CAN,CAN,71,212,2017,1,13,20192020,N,82,26,40,66
Andrei Svechnikov,CAR,L,R,2000-03-26,Barnaul,--,RUS,RUS,74,195,2018,1,2,20182019,N,64,23,32,55
Evgeny Svechnikov,--,L,L,1996-10-31,Yuzhno-Sakhalinsk,--,RUS,RUS,75,208,2015,1,19,20162017,N,59,8,6,14
Brandon Tanev,SEA,L,L,1991-12-31,Toronto,ON,CAN,CAN,72,189,--,--,--,20152016,N,82,16,19,35
Chris Tanev,DAL,R,D,1989-12-20,Toronto,ON,CAN,CAN,74,193,--,--,--,20102011,N,65,1,12,13
Vladimir Tarasenko,FLA,L,R,1991-12-13,Yaroslavl,--,RUS,RUS,73,219,2010,1,16,20122013,N,69,18,32,50
Tomas Tatar,SEA,L,L,1990-12-01,Ilava,--,SVK,SVK,70,173,2009,2,60,20102011,N,82,20,28,48
John Tavares,TOR,L,C,1990-09-20,Mississauga,ON,CAN,CAN,73,211,2009,1,1,20092010,N,80,36,44,80
Teuvo Teravainen,CAR,L,L,1994-09-11,Helsinki,--,FIN,FIN,71,191,2012,1,18,20132014,N,68,12,25,37
Troy Terry,ANA,R,R,1997-09-10,Denver,CO,USA,USA,72,185,2015,5,148,20172018,N,70,23,38,61
Shea Theodore,VGK,L,D,1995-08-03,Aldergrove,BC,CAN,CAN,74,197,2013,1,26,20152016,N,55,8,33,41
Robert Thomas,STL,R,C,1999-07-02,Aurora,ON,CAN,CAN,72,218,2017,1,20,20182019,N,73,18,47,65
Tage Thompson,BUF,R,C,1997-10-30,Phoenix,AZ,USA,USA,78,220,2016,1,26,20172018,N,78,47,47,94
Chris Tierney,NJD,L,C,1994-07-01,Keswick,ON,CAN,CAN,73,191,2012,2,55,20142015,N,36,3,7,10
Conor Timmins,TOR,R,D,1998-09-18,St. Catharines,ON,CAN,CAN,74,206,2017,2,32,20192020,N,27,2,12,14
Jarred Tinordi,CHI,L,D,1992-02-20,Millersville,MD,USA,USA,78,229,2010,1,22,20122013,N,44,2,6,8
Owen Tippett,PHI,R,R,1999-02-16,Peterborough,ON,CAN,CAN,73,210,2017,1,10,20172018,N,77,27,22,49
Brady Tkachuk,OTT,L,L,1999-09-16,Scottsdale,AZ,USA,USA,76,225,2018,1,4,20182019,N,82,35,48,83
Matthew Tkachuk,FLA,L,L,1997-12-11,Scottsdale,AZ,USA,USA,74,206,2016,1,6,20162017,N,79,40,69,109
Devon Toews,COL,L,D,1994-02-21,Abbotsford,BC,CAN,CAN,73,191,2014,4,108,20182019,N,80,7,43,50
Jonathan Toews,--,L,C,1988-04-29,Winnipeg,MB,CAN,CAN,74,201,2006,1,3,20072008,N,53,15,16,31
Tyler Toffoli,WPG,R,C,1992-04-24,Scarborough,ON,CAN,CAN,72,203,2010,2,47,20122013,N,82,34,39,73
Eeli Tolvanen,SEA,L,R,1999-04-22,Vihti,--,FIN,FIN,70,191,2017,1,30,20172018,N,61,18,13,31
Philip Tomasino,NSH,R,C,2001-07-28,Mississauga,ON,CAN,CAN,72,179,2019,1,24,20212022,N,31,5,13,18
Alexey Toropchenko,STL,L,R,1999-06-25,Moscow,--,RUS,RUS,78,222,2017,4,113,20212022,N,69,10,9,19
Yakov Trenin,COL,L,C,1997-01-13,Chelyabinsk,--,RUS,RUS,74,201,2015,2,55,20192020,N,77,12,12,24
Vincent Trocheck,NYR,R,C,1993-07-11,Pittsburgh,PA,USA,USA,71,187,2011,3,64,20132014,N,82,22,42,64
Jacob Trouba,NYR,R,D,1994-02-26,Rochester,MI,USA,USA,75,209,2012,1,9,20132014,N,82,8,22,30
Alex Tuch,BUF,R,R,1996-05-10,Syracuse,NY,USA,USA,76,215,2014,1,18,20162017,N,74,36,43,79
Tyler Tucker,STL,L,D,2000-03-01,Thunder Bay,ON,CAN,CAN,73,204,2018,7,200,20222023,N,26,1,3,4
Urho Vaakanainen,ANA,L,D,1999-01-01,Joensuu,--,FIN,FIN,74,200,2017,1,18,20182019,N,23,0,2,2
Juuso Valimaki,ARI,L,D,1998-10-06,Tampere,--,FIN,FIN,74,205,2017,1,16,20182019,N,78,4,30,34
James van Riemsdyk,BOS,L,L,1989-05-04,Middletown,NJ,USA,USA,75,208,2007,1,2,20092010,N,61,12,17,29
Trevor van Riemsdyk,WSH,R,D,1991-07-24,Middletown,NJ,USA,USA,75,191,--,--,--,20142015,N,75,7,16,23
Frank Vatrano,ANA,L,R,1994-03-14,East Longmeadow,MA,USA,USA,71,197,--,--,--,20152016,N,81,22,19,41
Joe Veleno,DET,L,C,2000-01-13,Montréal,QC,CAN,CAN,73,201,2018,1,30,20202021,N,81,9,11,20
Carter Verhaeghe,FLA,L,C,1995-08-14,Toronto,ON,CAN,CAN,74,180,2013,3,82,20192020,N,81,42,31,73
Jimmy Vesey,NYR,L,L,1993-05-26,Boston,MA,USA,USA,74,200,2012,3,66,20162017,N,81,11,14,25
Gabriel Vilardi,WPG,R,C,1999-08-16,Kingston,ON,CAN,CAN,75,216,2017,1,11,20192020,N,63,23,18,41
Marc-Edouard Vlasic,SJS,L,D,1987-03-30,Montréal,QC,CAN,CAN,73,205,2005,2,35,20062007,N,78,1,17,18
Jakub Voracek,ARI,L,R,1989-08-15,Kladno,--,CZE,CZE,74,216,2007,1,7,20082009,N,11,1,5,6
Jakub Vrana,STL,L,L,1996-02-28,Prague,--,CZE,CZE,72,190,2014,1,13,20162017,N,25,11,5,16
Oliver Wahlstrom,NYI,R,R,2000-06-13,Portland,ME,USA,USA,74,200,2018,1,11,20192020,N,35,7,9,16
Nathan Walker,STL,L,L,1994-02-07,Cardiff,--,GBR,AUS,69,187,2014,3,89,20172018,N,56,2,8,10
Sean Walker,COL,R,D,1994-11-13,Keswick,ON,CAN,CAN,71,191,--,--,--,20182019,N,70,3,10,13
Jake Walman,DET,L,D,1996-02-20,Toronto,ON,CAN,CAN,73,218,2014,3,82,20192020,N,63,9,9,18
Austin Watson,TBL,R,L,1992-01-13,Ann Arbor,MI,USA,USA,76,238,2010,1,18,20122013,N,75,9,2,11
MacKenzie Weegar,CGY,R,D,1994-01-07,Ottawa,ON,CAN,CAN,72,206,2013,7,206,20162017,N,81,4,27,31
Alexander Wennberg,NYR,L,C,1994-09-22,Stockholm,--,SWE,SWE,74,190,2013,1,14,20142015,N,82,13,25,38
Zach Werenski,CBJ,L,D,1997-07-19,Grosse Pointe,MI,USA,USA,74,219,2015,1,8,20162017,N,13,3,5,8
Blake Wheeler,NYR,R,R,1986-08-31,Plymouth,MN,USA,USA,77,222,2004,1,5,20082009,N,72,16,39,55
Colin White,MTL,R,C,1997-01-30,Boston,MA,USA,USA,73,194,2015,1,21,20162017,N,68,8,7,15
Colton White,ANA,L,D,1997-05-03,London,ON,CAN,CAN,73,187,2015,4,97,20182019,N,46,0,6,6
Zach Whitecloud,VGK,R,D,1996-11-28,Brandon,MB,CAN,CAN,74,218,--,--,--,20172018,N,59,5,7,12
Chris Wideman,MTL,R,D,1990-01-07,St. Louis,MO,USA,USA,70,180,2009,4,100,20152016,N,46,0,6,6
Tom Wilson,WSH,R,R,1994-03-29,Toronto,ON,CAN,CAN,76,220,2012,1,16,20132014,N,33,13,9,22
Christian Wolanin,VAN,L,D,1995-03-17,Quebec City,QC,CAN,CAN,74,190,2015,4,107,20172018,N,16,0,3,3
Miles Wood,COL,L,L,1995-09-13,Buffalo,NY,USA,USA,74,195,2013,4,100,20152016,N,76,13,14,27
Parker Wotherspoon,BOS,L,D,1997-08-24,Surrey,BC,CAN,CAN,73,195,2015,4,112,20222023,N,12,0,1,1
Arber Xhekaj,MTL,L,D,2001-01-30,Hamilton,ON,CAN,CAN,76,240,--,--,--,20222023,N,51,5,8,13
Kailer Yamamoto,SEA,R,R,1998-09-29,Spokane,WA,USA,USA,68,153,2017,1,22,20172018,N,58,10,15,25
Jesse Ylönen,MTL,R,R,1999-10-03,Scottsdale,AZ,USA,FIN,73,200,2018,2,35,20202021,N,37,6,10,16
Cam York,PHI,L,D,2001-01-05,Anaheim,CA,USA,USA,72,194,2019,1,14,20202021,N,54,2,18,20
Pavel Zacha,BOS,L,C,1997-04-06,Brno,--,CZE,CZE,76,207,2015,1,6,20152016,N,82,21,36,57
Filip Zadina,SJS,L,R,1999-11-27,Pardubice,--,CZE,CZE,72,190,2018,1,6,20182019,N,30,3,4,7
Nikita Zadorov,VAN,L,D,1995-04-16,Moscow,--,RUS,RUS,78,248,2013,1,16,20132014,N,82,14,7,21
Nikita Zaitsev,CHI,R,D,1991-10-29,Moscow,--,RUS,RUS,74,192,--,--,--,20162017,N,46,1,7,8
Egor Zamula,PHI,L,D,2000-03-30,Chelyabinsk,--,RUS,RUS,75,200,--,--,--,20202021,N,14,0,4,4
Jakub Zboril,CBJ,L,D,1997-02-21,Brno,--,CZE,CZE,73,199,2015,1,13,20182019,N,22,1,3,4
Trevor Zegras,ANA,L,C,2001-03-20,Bedford,NY,USA,USA,72,185,2019,1,9,20202021,N,81,23,42,65
Fabian Zetterlund,SJS,R,L,1999-08-25,Karlstad,--,SWE,SWE,71,220,2017,3,63,20212022,N,67,6,17,23
Mika Zibanejad,NYR,R,C,1993-04-18,Stockholm,--,SWE,SWE,74,201,2011,1,6,20112012,N,82,39,52,91
Radim Zohorna,PIT,L,L,1996-04-29,Havlickuv,--,CZE,CZE,78,220,--,--,--,20202021,N,10,1,0,1
Artem Zub,OTT,R,D,1995-10-03,Khabarovsk,--,RUS,RUS,75,204,--,--,--,20202021,N,53,3,7,10
Mats Zuccarello,MIN,L,R,1987-09-01,Oslo,--,NOR,NOR,68,181,--,--,--,20102011,N,78,22,45,67
Jason Zucker,NSH,L,L,1992-01-16,Newport Beach,CA,USA,USA,71,192,2010,2,59,20112012,N,78,27,21,48
