Player,Team,S/C,Pos,DOB,Birth City,S/P,Ctry,Ntnlty,Ht,Wt,Draft Yr,Round,Overall,1st Season,HOF,GP,G,A,P
Warren Foegele,EDM,L,L,1996-04-01,Markham,ON,CAN,CAN,74,204,2014,3,67,20172018,N,67,13,15,28
Marcus Foligno,MIN,L,L,1991-08-10,Buffalo,NY,USA,CAN,75,226,2009,4,104,20112012,N,65,7,14,21
Nick Foligno,CHI,L,L,1987-10-31,Buffalo,NY,USA,USA,72,210,2006,1,28,20072008,N,60,10,16,26
Cal Foote,NJD,R,D,1998-12-13,Denver,CO,USA,USA,77,224,2017,1,14,20202021,N,50,2,5,7
Derek Forbort,BOS,L,D,1992-03-04,Duluth,MN,USA,USA,76,216,2010,1,15,20152016,N,54,5,7,12
Filip Forsberg,NSH,R,L,1994-08-13,Ostervala,--,SWE,SWE,73,205,2012,1,11,20122013,N,50,19,23,42
Gustav Forsling,FLA,L,D,1996-06-12,Linkoping,--,SWE,SWE,72,195,2014,5,126,20162017,N,82,13,28,41
Liam Foudy,NSH,L,C,2000-02-04,Scarborough,ON,CAN,CAN,74,193,2018,1,18,20192020,N,62,7,7,14
Cam Fowler,ANA,L,D,1991-12-05,Windsor,ON,CAN,USA,74,215,2010,1,12,20102011,N,82,10,38,48
Adam Fox,NYR,R,D,1998-02-17,Jericho,NY,USA,USA,71,185,2016,3,66,20192020,N,82,12,60,72
Trent Frederic,BOS,L,C,1998-02-11,St. Louis,MO,USA,USA,75,220,2016,1,29,20182019,N,79,17,14,31
Mark Friedman,VAN,R,D,1995-12-25,Toronto,ON,CAN,CAN,71,185,2014,3,86,20182019,N,23,1,2,3
Jesper Froden,--,R,R,1994-09-21,Stockholm,--,SWE,SWE,70,179,--,--,--,20212022,N,14,0,4,4
Morgan Frost,PHI,L,C,1999-05-14,Aurora,ON,CAN,CAN,72,193,2017,1,27,20192020,N,81,19,27,46
Jonah Gadjovich,FLA,L,L,1998-10-12,Whitby,ON,CAN,CAN,74,209,2017,2,55,20202021,N,35,3,4,7
Sam Gagner,EDM,R,C,1989-08-10,London,ON,CAN,CAN,71,200,2007,1,6,20072008,N,48,8,6,14
Alex Galchenyuk,--,L,C,1994-02-12,Milwaukee,WI,USA,USA,73,194,2012,1,3,20122013,N,11,0,0,0
Brendan Gallagher,MTL,R,R,1992-05-06,Edmonton,AB,CAN,CAN,69,183,2010,5,147,20122013,N,37,8,6,14
Dylan Gambrell,TOR,R,C,1996-08-26,Bonney Lake,WA,USA,USA,72,190,2016,2,60,20172018,N,60,4,6,10
Conor Garland,VAN,R,R,1996-03-11,Scituate,MA,USA,USA,70,165,2015,5,123,20182019,N,81,17,29,46
Frederick Gaudreau,MIN,R,C,1993-05-01,Bromont,QC,CAN,CAN,72,184,--,--,--,20162017,N,82,19,19,38
Johnny Gaudreau,CBJ,L,L,1993-08-13,Salem,NJ,USA,USA,69,163,2011,4,104,20132014,N,80,21,53,74
Julien Gauthier,NYI,R,R,1997-10-15,Pointe-aux-Trembles,QC,CAN,CAN,76,226,2016,1,21,20192020,N,57,9,5,14
Vladislav Gavrikov,LAK,L,D,1995-11-21,Yaroslavl,--,RUS,RUS,75,220,2015,6,159,20192020,N,72,6,13,19
Morgan Geekie,BOS,R,C,1998-07-20,Strathclair,MB,CAN,CAN,75,202,2017,3,67,20192020,N,69,9,19,28
Dennis Gilbert,CGY,L,D,1996-10-30,Buffalo,NY,USA,USA,74,216,2015,3,91,20182019,N,23,1,3,4
Mark Giordano,TOR,L,D,1983-10-03,Toronto,ON,CAN,CAN,72,202,--,--,--,20052006,N,78,4,20,24
Samuel Girard,COL,L,D,1998-05-12,Roberval,QC,CAN,CAN,70,170,2016,2,47,20172018,N,76,6,31,37
Zemgus Girgensons,BUF,L,L,1994-01-05,Riga,--,LVA,LVA,74,200,2012,1,14,20132014,N,80,10,8,18
Claude Giroux,OTT,R,R,1988-01-12,Hearst,ON,CAN,CAN,71,188,2006,1,22,20072008,N,82,35,44,79
Cody Glass,NSH,R,C,1999-04-01,Winnipeg,MB,CAN,CAN,75,206,2017,1,6,20192020,N,72,14,21,35
Luke Glendening,TBL,R,C,1989-04-28,Grand Rapids,MI,USA,USA,70,190,--,--,--,20132014,N,70,3,3,6
Alex Goligoski,MIN,L,D,1985-07-30,Grand Rapids,MN,USA,USA,71,173,2004,2,61,20072008,N,46,2,4,6
Barclay Goodrow,NYR,L,C,1993-02-26,Toronto,ON,CAN,CAN,74,209,--,--,--,20142015,N,82,11,20,31
Shayne Gostisbehere,DET,L,D,1993-04-20,Pembroke Pines,FL,USA,USA,71,183,2012,3,78,20142015,N,75,13,28,41
Yanni Gourde,SEA,L,C,1991-12-15,Saint-Narcisse,QC,CAN,CAN,69,174,--,--,--,20152016,N,81,14,34,48
Mikael Granlund,SJS,L,C,1992-02-26,Oulu,--,FIN,FIN,70,185,2010,1,9,20122013,N,79,10,31,41
Derek Grant,--,L,C,1990-04-20,Abbotsford,BC,CAN,CAN,75,210,2008,4,119,20122013,N,46,5,13,18
Kevin Gravel,NSH,L,D,1992-03-06,Kingsford,MI,USA,USA,76,205,2010,5,148,20152016,N,23,0,1,1
Ryan Graves,PIT,L,D,1995-05-21,Yarmouth,NS,CAN,CAN,77,220,2013,4,110,20182019,N,78,8,18,26
Jordan Greenway,BUF,L,L,1997-02-16,Canton,NY,USA,USA,78,231,2015,2,50,20172018,N,62,6,5,11
A.J. Greer,CGY,L,L,1996-12-14,Joliette,QC,CAN,CAN,75,209,2015,2,39,20162017,N,61,5,7,12
Noah Gregor,TOR,L,C,1998-07-28,Beaumont,AB,CAN,CAN,72,192,2016,4,111,20192020,N,57,10,7,17
Ridly Greig,OTT,L,C,2002-08-08,Lethbridge,AB,CAN,CAN,72,184,2020,1,28,20222023,N,20,2,7,9
Jordan Gross,NSH,R,D,1995-05-09,Maple Grove,MN,USA,USA,70,190,--,--,--,20192020,N,15,3,0,3
Carl Grundstrom,LAK,L,R,1997-12-01,Umea,--,SWE,SWE,72,200,2016,2,57,20182019,N,57,12,7,19
Matt Grzelcyk,BOS,L,D,1994-01-05,Charlestown,MA,USA,USA,70,180,2012,3,85,20162017,N,75,4,22,26
Radko Gudas,ANA,R,D,1990-06-05,Prague,--,CZE,CZE,72,208,2010,3,66,20122013,N,72,2,15,17
Erik Gudbranson,CBJ,R,D,1992-01-07,Ottawa,ON,CAN,CAN,77,222,2010,1,3,20112012,N,70,1,12,13
Dylan Guenther,ARI,R,R,2003-04-10,Edmonton,AB,CAN,CAN,74,175,2021,1,9,20222023,N,33,6,9,15
Jake Guentzel,CAR,L,C,1994-10-06,Omaha,NE,USA,USA,71,180,2013,3,77,20162017,N,78,36,37,73
Kaiden Guhle,MTL,L,D,2002-01-18,Edmonton,AB,CAN,CAN,75,201,2020,1,16,20222023,N,44,4,14,18
Denis Gurianov,PHI,L,R,1997-06-07,Togliatti,--,RUS,RUS,75,205,2015,1,12,20162017,N,66,7,10,17
David Gustafsson,WPG,L,C,2000-04-11,Tingsryd,--,SWE,SWE,74,196,2018,2,60,20192020,N,46,0,6,6
Erik Gustafsson,NYR,L,D,1992-03-14,Nynashamn,--,SWE,SWE,73,189,2012,4,93,20152016,N,70,7,35,42
Cole Guttman,CHI,R,C,1999-04-06,Northridge,CA,USA,USA,69,167,2017,6,180,20222023,N,14,4,2,6
Brandon Hagel,TBL,L,L,1998-08-27,Saskatoon,SK,CAN,CAN,74,183,2016,6,159,20192020,N,81,30,34,64
Robert Hagg,ANA,L,D,1995-02-08,Uppsala,--,SWE,SWE,74,210,2013,2,41,20162017,N,38,2,5,7
Nicolas Hague,VGK,L,D,1998-12-05,Kitchener,ON,CAN,CAN,78,240,2017,2,34,20192020,N,81,3,14,17
Libor Hajek,--,L,D,1998-02-04,Smrcek,--,CZE,CZE,74,209,2016,2,37,20182019,N,16,1,0,1
Jani Hakanpää,DAL,R,D,1992-03-31,Kirkkonummi,--,FIN,FIN,79,222,2010,4,104,20192020,N,82,6,10,16
Taylor Hall,CHI,L,L,1991-11-14,Calgary,AB,CAN,CAN,73,210,2010,1,1,20102011,N,61,16,20,36
James Hamblin,EDM,L,L,1999-04-27,Edmonton,AB,CAN,CAN,70,185,--,--,--,20222023,N,10,0,0,0
Dougie Hamilton,NJD,R,D,1993-06-17,Toronto,ON,CAN,CAN,78,230,2011,1,9,20122013,N,82,22,52,74
Travis Hamonic,OTT,R,D,1990-08-16,St. Malo,MB,CAN,CAN,73,200,2008,2,53,20102011,N,75,6,15,21
Noah Hanifin,VGK,L,D,1997-01-25,Boston,MA,USA,USA,75,207,2015,1,5,20152016,N,81,7,31,38
Joel Hanley,CGY,L,D,1991-06-08,Keswick,ON,CAN,CAN,71,186,--,--,--,20152016,N,26,0,2,2
Jansen Harkins,PIT,L,C,1997-05-23,Cleveland,OH,USA,USA,74,197,2015,2,47,20192020,N,22,3,2,5
Ben Harpur,NYR,L,D,1995-01-12,Hamilton,ON,CAN,CAN,78,230,2013,4,108,20152016,N,42,1,5,6
Scott Harrington,--,L,D,1993-03-10,Kingston,ON,CAN,CAN,74,204,2011,2,54,20142015,N,45,4,7,11
Jordan Harris,MTL,L,D,2000-07-07,Haverhill,MA,USA,USA,71,189,2018,3,71,20212022,N,65,4,13,17
Ryan Hartman,MIN,R,R,1994-09-20,Hilton Head Island,SC,USA,USA,72,197,2013,1,30,20142015,N,59,15,22,37
Rafael Harvey-Pinard,MTL,L,L,1999-01-06,Saguenay,QC,CAN,CAN,69,184,2019,7,201,20212022,N,34,14,6,20
Garnet Hathaway,PHI,R,R,1991-11-23,Naples,FL,USA,USA,74,212,--,--,--,20152016,N,84,13,9,22
Erik Haula,NJD,L,L,1991-03-23,Pori,--,FIN,FIN,71,191,2009,7,182,20132014,N,80,14,27,41
Kevin Hayes,STL,L,R,1992-05-08,Dorchester,MA,USA,USA,77,216,2010,1,24,20142015,N,81,18,36,54
Barrett Hayton,ARI,L,C,2000-06-09,Peterborough,ON,CAN,CAN,73,207,2018,1,5,20192020,N,82,19,24,43
Victor Hedman,TBL,L,D,1990-12-18,Ornskoldsvik,--,SWE,SWE,79,246,2009,1,2,20092010,N,76,9,40,49
Danton Heinen,BOS,L,L,1995-07-05,Langley,BC,CAN,CAN,74,195,2014,4,116,20162017,N,65,8,14,22
Ville Heinola,WPG,L,D,2001-03-02,Honkajoki,--,FIN,FIN,72,181,2019,1,20,20192020,N,10,0,1,1
Miro Heiskanen,DAL,L,D,1999-07-18,Espoo,--,FIN,FIN,74,197,2017,1,3,20182019,N,79,11,62,73
Darren Helm,--,L,C,1987-01-21,St. Andrews,MB,CAN,CAN,72,192,2005,5,132,20072008,N,11,0,0,0
Adam Henrique,EDM,L,C,1990-02-06,Brantford,ON,CAN,CAN,72,195,2008,3,82,20102011,N,62,22,16,38
Aleksi Heponiemi,FLA,L,C,1999-01-09,Tampere,--,FIN,FIN,70,155,2017,2,40,20202021,N,10,1,2,3
Tomas Hertl,VGK,L,C,1993-11-12,Praha,--,CZE,CZE,75,215,2012,1,17,20132014,N,79,22,41,63
Vinnie Hinostroza,PIT,R,C,1994-04-03,Chicago,IL,USA,USA,70,183,2012,6,169,20152016,N,26,2,9,11
Roope Hintz,DAL,L,C,1996-11-17,Nokia,--,FIN,FIN,75,212,2015,2,49,20182019,N,73,37,38,75
Nico Hischier,NJD,L,C,1999-01-04,Brig,--,CHE,CHE,73,175,2017,1,1,20172018,N,81,31,49,80
Mike Hoffman,SJS,L,C,1989-11-24,Kitchener,ON,CAN,CAN,72,190,2009,5,130,20112012,N,67,14,20,34
Nils Hoglander,VAN,L,L,2000-12-20,BOCKTRäSK,--,SWE,SWE,69,185,2019,2,40,20202021,N,25,3,6,9
Nick Holden,--,L,D,1987-05-15,St. Albert,AB,CAN,CAN,76,210,--,--,--,20102011,N,65,2,14,16
Justin Holl,DET,R,D,1992-01-30,Tonka Bay,MN,USA,USA,76,194,2010,2,54,20172018,N,80,2,16,18
Dylan Holloway,EDM,L,L,2001-09-23,Calgary,AB,CAN,CAN,73,206,2020,1,14,20222023,N,51,3,6,9
Pontus Holmberg,TOR,L,R,1999-03-09,Vasteras,--,SWE,SWE,72,188,2018,6,156,20222023,N,37,5,8,13
Simon Holmstrom,NYI,L,R,2001-05-24,Tranas,--,SWE,SWE,74,215,2019,1,23,20222023,N,50,6,3,9
Alexander Holtz,NJD,R,R,2002-01-23,Stockholm,--,SWE,SWE,72,195,2020,1,7,20212022,N,19,3,1,4
Patric Hornqvist,--,R,R,1987-01-01,Sollentuna,--,SWE,SWE,71,189,2005,7,230,20082009,N,22,1,2,3
Bo Horvat,NYI,L,C,1995-04-05,London,ON,CAN,CAN,73,213,2013,1,9,20142015,N,79,38,32,70
Brett Howden,VGK,L,C,1998-03-29,Calgary,AB,CAN,CAN,74,200,2016,1,27,20182019,N,54,6,7,13
Filip Hronek,VAN,R,D,1997-11-02,Hradec Kralove,--,CZE,CZE,72,190,2016,2,53,20182019,N,64,9,30,39
Jonathan Huberdeau,CGY,L,C,1993-06-04,Saint-Jerome,QC,CAN,CAN,73,200,2011,1,3,20122013,N,79,15,40,55
Jack Hughes,NJD,L,C,2001-05-14,Orlando,FL,USA,USA,71,175,2019,1,1,20192020,N,78,43,56,99
Quinn Hughes,VAN,L,D,1999-10-14,Orlando,FL,USA,USA,70,180,2018,1,7,20182019,N,78,7,69,76
Brad Hunt,COL,L,D,1988-08-24,Maple Ridge,BC,CAN,CAN,69,177,--,--,--,20132014,N,47,4,6,10
Dryden Hunt,CGY,L,L,1995-11-24,Cranbrook,BC,CAN,CAN,72,193,--,--,--,20172018,N,37,3,0,3
Ben Hutton,VGK,L,D,1993-04-20,Brockville,ON,CAN,CAN,75,201,2012,5,147,20152016,N,31,3,5,8
Zach Hyman,EDM,R,L,1992-06-09,Toronto,ON,CAN,CAN,73,206,2010,5,123,20152016,N,79,36,47,83
Alex Iafallo,WPG,L,L,1993-12-21,Eden,NY,USA,USA,72,201,--,--,--,20172018,N,59,14,22,36
Matt Irwin,VAN,L,D,1987-11-29,Victoria,BC,CAN,CAN,74,200,--,--,--,20122013,N,61,2,3,5
Mark Jankowski,NSH,L,C,1994-09-13,Hamilton,ON,CAN,CAN,76,212,2012,1,21,20162017,N,50,7,5,12
Mattias Janmark,EDM,L,C,1992-12-08,Danderyd,--,SWE,SWE,74,205,2013,3,79,20152016,N,66,10,15,25
Calle Jarnkrok,TOR,R,C,1991-09-25,Gavle,--,SWE,SWE,72,190,2010,2,51,20132014,N,73,20,19,39
Seth Jarvis,CAR,R,C,2002-02-01,Winnipeg,MB,CAN,CAN,70,175,2020,1,13,20212022,N,82,14,25,39
Tanner Jeannot,TBL,L,L,1997-05-29,Estevan,SK,CAN,CAN,74,220,--,--,--,20202021,N,76,6,12,18
Boone Jenner,CBJ,L,C,1993-06-15,Dorchester,ON,CAN,CAN,74,208,2011,2,37,20132014,N,68,26,19,45
Nick Jensen,WSH,R,D,1990-09-21,Rogers,MN,USA,USA,73,205,2009,5,150,20162017,N,77,5,24,29
Ryan Johansen,PHI,R,C,1992-07-31,Vancouver,BC,CAN,CAN,75,218,2010,1,4,20112012,N,55,12,16,28
Marcus Johansson,MIN,L,L,1990-10-06,Landskrona,--,SWE,SWE,73,203,2009,1,24,20102011,N,80,19,27,46
Erik Johnson,PHI,R,D,1988-03-21,Bloomington,MN,USA,USA,76,225,2006,1,1,20072008,N,63,0,8,8
Jack Johnson,COL,L,D,1987-01-13,Indianapolis,IN,USA,USA,73,227,2005,1,3,20062007,N,83,2,6,8
Kent Johnson,CBJ,L,C,2002-10-18,Port Moody,BC,CAN,CAN,72,178,2021,1,5,20212022,N,79,16,24,40
Reese Johnson,CHI,R,C,1998-07-10,Regina,SK,CAN,CAN,73,193,--,--,--,20202021,N,57,4,2,6
Tyler Johnson,CHI,R,C,1990-07-29,Spokane,WA,USA,USA,68,185,--,--,--,20122013,N,56,12,20,32
Andreas Johnsson,--,L,L,1994-11-21,Gavle,--,SWE,SWE,70,195,2013,7,202,20172018,N,13,0,3,3
Ross Johnston,ANA,L,L,1994-02-18,Charlottetown,PE,CAN,CAN,77,234,--,--,--,20152016,N,16,0,2,2
Wyatt Johnston,DAL,R,C,2003-05-14,Toronto,ON,CAN,CAN,74,184,2021,1,23,20222023,N,82,24,17,41
Henri Jokiharju,BUF,R,D,1999-06-17,Oulu,--,FIN,FIN,72,200,2017,1,29,20182019,N,60,3,10,13
Caleb Jones,COL,L,D,1997-06-06,Arlington,TX,USA,USA,73,194,2015,4,117,20182019,N,73,4,12,16
Max Jones,ANA,L,L,1998-02-17,Rochester,MI,USA,USA,75,216,2016,1,24,20182019,N,69,9,10,19
Seth Jones,CHI,R,D,1994-10-03,Arlington,TX,USA,USA,76,213,2013,1,4,20132014,N,72,12,25,37
Zac Jones,NYR,L,D,2000-10-18,Richmond,VA,USA,USA,70,176,2019,3,68,20202021,N,16,1,1,2
Axel Jonsson-Fjallby,WPG,L,L,1998-02-10,Stockholm,--,SWE,SWE,73,189,2016,5,147,20212022,N,50,6,8,14
Mathieu Joseph,OTT,L,R,1997-02-09,Laval,QC,CAN,CAN,73,186,2015,4,120,20182019,N,56,3,15,18
Pierre-Olivier Joseph,PIT,L,D,1999-07-01,Laval,QC,CAN,CAN,74,185,2017,1,23,20202021,N,75,5,16,21
Dakota Joshua,VAN,L,C,1996-05-15,Dearborn,MI,USA,USA,75,206,2014,5,128,20202021,N,79,11,12,23
Roman Josi,NSH,L,D,1990-06-01,Bern,--,CHE,CHE,73,201,2008,2,38,20112012,N,67,18,41,59
Tyson Jost,BUF,L,C,1998-03-14,St. Albert,AB,CAN,CAN,71,187,2016,1,10,20162017,N,71,7,18,25
Noah Juulsen,VAN,R,D,1997-04-02,Surrey,BC,CAN,CAN,74,201,2015,1,26,20172018,N,12,0,0,0
Nazem Kadri,CGY,L,C,1990-10-06,London,ON,CAN,CAN,72,185,2009,1,7,20092010,N,82,24,32,56
Kaapo Kakko,NYR,L,R,2001-02-13,Turku,--,FIN,FIN,74,205,2019,1,2,20192020,N,82,18,22,40
Arthur Kaliyev,LAK,L,R,2001-06-26,Tashkent,--,UZB,USA,74,210,2019,2,33,20202021,N,56,13,15,28
David Kampf,TOR,L,C,1995-01-12,Chomutov,--,CZE,CZE,74,190,--,--,--,20172018,N,82,7,20,27
Evander Kane,EDM,L,L,1991-08-02,Vancouver,BC,CAN,CAN,74,218,2009,1,4,20092010,N,41,16,12,28
Patrick Kane,DET,L,R,1988-11-19,Buffalo,NY,USA,USA,70,177,2007,1,1,20072008,N,73,21,36,57
Kasperi Kapanen,STL,R,R,1996-07-23,Kuopio,--,FIN,FIN,73,194,2014,1,22,20152016,N,66,15,19,34
Kirill Kaprizov,MIN,L,L,1997-04-26,Novokuznetsk,--,RUS,RUS,70,202,2015,5,135,20202021,N,67,40,35,75
Erik Karlsson,PIT,R,D,1990-05-31,Landsbro,--,SWE,SWE,72,190,2008,1,15,20092010,N,82,25,76,101
William Karlsson,VGK,L,C,1993-01-08,Marsta,--,SWE,SWE,72,190,2011,2,53,20142015,N,82,14,39,53
Zack Kassian,--,R,R,1991-01-24,Windsor,ON,CAN,CAN,75,211,2009,1,13,20112012,N,51,2,0,2
Mark Kastelic,OTT,R,C,1999-03-11,Phoenix,AZ,USA,USA,76,226,2019,5,125,20212022,N,65,7,4,11
Boris Katchouk,OTT,L,L,1998-06-18,Vancouver,BC,CAN,CAN,74,206,2016,2,44,20212022,N,58,5,11,16
Martin Kaut,SJS,R,R,1999-10-02,Brno,--,CZE,CZE,74,190,2018,1,16,20192020,N,36,4,4,8
Milos Kelemen,ARI,L,L,1999-07-06,Zvolen,--,SVK,SVK,74,210,--,--,--,20222023,N,14,1,0,1
Clayton Keller,ARI,L,R,1998-07-29,Chesterfield,MO,USA,USA,70,178,2016,1,7,20162017,N,82,37,49,86
Parker Kelly,OTT,L,L,1999-05-14,Camrose,AB,CAN,CAN,73,185,--,--,--,20202021,N,55,1,3,4
Adrian Kempe,LAK,L,R,1996-09-13,Kramfors,--,SWE,SWE,74,200,2014,1,29,20162017,N,82,41,26,67
Alex Kerfoot,ARI,L,C,1994-08-11,Vancouver,BC,CAN,CAN,71,186,2012,5,150,20172018,N,82,10,22,32
Phil Kessel,--,R,R,1987-10-02,Madison,WI,USA,USA,71,208,2006,1,5,20062007,N,82,14,22,36
Jujhar Khaira,MIN,L,L,1994-08-13,Surrey,BC,CAN,CAN,76,212,2012,3,63,20152016,N,51,6,8,14
Matt Kiersted,FLA,L,D,1998-04-14,Elk River,MN,USA,USA,72,181,--,--,--,20202021,N,20,1,3,4
Alex Killorn,ANA,L,L,1989-09-14,Halifax,NS,CAN,CAN,73,194,2007,3,77,20122013,N,82,27,37,64
Joel Kiviranta,COL,L,L,1996-03-23,Vantaa,--,FIN,FIN,71,185,--,--,--,20192020,N,70,8,1,9
John Klingberg,TOR,R,D,1992-08-14,Gothenburg,--,SWE,SWE,74,185,2010,5,131,20142015,N,67,10,23,33
Nikolai Knyzhov,SJS,L,D,1998-03-20,Kemerovo,--,RUS,RUS,75,222,--,--,--,20192020,N,12,1,0,1
Cole Koepke,TBL,L,L,1998-05-17,Two Harbors,MN,USA,USA,73,203,2018,6,183,20222023,N,17,1,0,1
Keegan Kolesar,VGK,R,R,1997-04-08,Brandon,MB,CAN,CAN,74,216,2015,3,69,20192020,N,74,8,10,18
Travis Konecny,PHI,R,R,1997-03-11,London,ON,CAN,CAN,70,192,2015,1,24,20162017,N,60,31,30,61
Anze Kopitar,LAK,L,C,1987-08-24,Jesenice,--,SVN,SVN,75,225,2005,1,11,20062007,N,82,28,46,74
Kaedan Korczak,VGK,R,D,2001-01-29,Yorkton,SK,CAN,CAN,75,201,2019,2,41,20212022,N,10,0,2,2
Klim Kostin,SJS,L,C,1999-05-05,Penza,--,RUS,RUS,76,232,2017,1,31,20192020,N,57,11,10,21
Jesperi Kotkaniemi,CAR,L,C,2000-07-06,Pori,--,FIN,FIN,74,201,2018,1,3,20182019,N,82,18,25,43
Johnathan Kovacevic,MTL,R,D,1997-07-12,Hamilton,ON,CAN,CAN,77,223,2017,3,74,20212022,N,77,3,12,15
Vitali Kravtsov,VAN,L,R,1999-12-23,Vladivostok,--,RUS,RUS,75,186,2018,1,9,20202021,N,44,4,4,8
Peyton Krebs,BUF,L,C,2001-01-26,Calgary,AB,CAN,CAN,72,186,2019,1,17,20202021,N,74,9,17,26
Chris Kreider,NYR,L,L,1991-04-30,Boxford,MA,USA,USA,75,233,2009,1,19,20122013,N,79,36,18,54
David Krejci,--,R,C,1986-04-28,Sternberk,--,CZE,CZE,72,192,2004,2,63,20062007,N,70,16,40,56
Torey Krug,STL,L,D,1991-04-12,Livonia,MI,USA,USA,69,194,--,--,--,20112012,N,63,7,25,32
Dominik Kubalik,OTT,L,L,1995-08-21,Plzen,--,CZE,CZE,74,192,2013,7,191,20192020,N,81,20,25,45
Nikita Kucherov,TBL,L,R,1993-06-17,Maykop,--,RUS,RUS,71,182,2011,2,58,20132014,N,82,30,83,113
Karson Kuhlman,NYI,R,C,1995-09-26,Esko,MN,USA,USA,71,184,--,--,--,20182019,N,47,3,4,7
Brett Kulak,EDM,L,D,1994-01-06,Edmonton,AB,CAN,CAN,74,192,2012,4,105,20142015,N,82,3,17,20
Dmitry Kulikov,FLA,L,D,1990-10-29,Lipetsk,--,RUS,RUS,73,201,2009,1,14,20092010,N,67,3,13,16
Luke Kunin,SJS,R,C,1997-12-04,Chesterfield,MO,USA,USA,72,197,2016,1,15,20172018,N,31,5,8,13
Rasmus Kupari,WPG,R,C,2000-03-15,Kotka,--,FIN,FIN,74,201,2018,1,20,20202021,N,66,3,12,15
Sean Kuraly,CBJ,L,C,1993-01-20,Niagara Falls,NY,USA,USA,74,215,2011,5,133,20162017,N,71,11,9,20
Philipp Kurashev,CHI,L,C,1999-10-12,Munsingen,--,CHE,CHE,72,190,2018,4,120,20202021,N,70,9,16,25
Andrei Kuzmenko,CGY,R,L,1996-02-04,Yakutsk,--,RUS,RUS,71,194,--,--,--,20222023,N,81,39,35,74
Evgeny Kuznetsov,CAR,L,C,1992-05-19,Chelyabinsk,--,RUS,RUS,74,207,2010,1,26,20132014,N,81,12,43,55
Jordan Kyrou,STL,R,C,1998-05-05,Toronto,ON,CAN,CAN,73,196,2016,2,35,20182019,N,79,37,36,73
Kevin Labanc,SJS,R,R,1995-12-12,Brooklyn,NY,USA,USA,71,185,2014,6,171,20162017,N,72,15,18,33
Tanner Laczynski,PHI,R,C,1997-06-01,Minooka,IL,USA,USA,73,190,2016,6,169,20202021,N,32,2,2,4
Sam Lafferty,VAN,R,C,1995-03-06,Hollidaysburg,PA,USA,USA,74,205,2014,4,113,20192020,N,70,12,15,27
Alexis Lafrenière,NYR,L,L,2001-10-11,St-Eustache,QC,CAN,CAN,73,194,2020,1,1,20202021,N,81,16,23,39
Patrik Laine,CBJ,R,L,1998-04-19,Tampere,--,FIN,FIN,77,215,2016,1,2,20162017,N,55,22,30,52
Dylan Larkin,DET,L,C,1996-07-30,Waterford,MI,USA,USA,73,199,2014,1,15,20152016,N,80,32,47,79
Adam Larsson,SEA,R,D,1992-11-12,Skelleftea,--,SWE,SWE,75,209,2011,1,4,20112012,N,82,8,25,33
Scott Laughton,PHI,L,C,1994-05-30,Oakville,ON,CAN,CAN,73,191,2012,1,20,20122013,N,78,18,25,43
Jakub Lauko,BOS,L,C,2000-03-28,Prague,--,CZE,CZE,73,193,2018,3,77,20222023,N,23,4,3,7
Jeremy Lauzon,NSH,L,D,1997-04-28,Val-d'Or,QC,CAN,CAN,75,225,2015,2,52,20182019,N,67,3,9,12
Curtis Lazar,NJD,R,C,1995-02-02,Salmon Arm,BC,CAN,CAN,72,203,2013,1,17,20142015,N,49,3,2,5
Brett Leason,ANA,R,R,1999-04-30,Calgary,AB,CAN,CAN,77,218,2019,2,56,20212022,N,54,6,3,9
Nick Leddy,STL,L,D,1991-03-20,Eden Prairie,MN,USA,USA,72,205,2009,1,16,20102011,N,78,2,21,23
Anders Lee,NYI,L,L,1990-07-03,Edina,MN,USA,USA,75,227,2009,6,152,20122013,N,82,28,22,50
Artturi Lehkonen,COL,L,L,1995-07-04,Piikkio,--,FIN,FIN,71,179,2013,2,55,20162017,N,64,21,30,51
Josh Leivo,--,R,L,1993-05-26,Innisfil,ON,CAN,CAN,74,192,2011,3,86,20132014,N,51,4,12,16
Brendan Lemieux,CAR,L,L,1996-03-15,Denver,CO,USA,USA,73,215,2014,2,31,20172018,N,45,2,7,9
Jake Leschyshyn,NYR,L,C,1999-03-10,Raleigh,NC,USA,USA,71,198,2017,2,62,20212022,N,35,0,0,0
Kris Letang,PIT,R,D,1987-04-24,Montréal,QC,CAN,CAN,72,201,2005,3,62,20062007,N,64,12,29,41
Trevor Lewis,LAK,R,C,1987-01-08,Salt Lake City,UT,USA,USA,73,205,2006,1,17,20082009,N,82,9,11,20
Timothy Liljegren,TOR,R,D,1999-04-30,Kristianstad,--,SWE,SWE,73,190,2017,1,17,20192020,N,67,6,12,18
Oskar Lindblom,SJS,L,L,1996-08-15,Gavle,--,SWE,SWE,73,191,2014,5,138,20172018,N,73,6,9,15
Esa Lindell,DAL,L,D,1994-05-23,Vantaa,--,FIN,FIN,75,216,2012,3,74,20152016,N,82,8,16,24
Ryan Lindgren,NYR,L,D,1998-02-11,Burnsville,MN,USA,USA,72,193,2016,2,49,20182019,N,63,1,17,18
Elias Lindholm,VAN,R,C,1994-12-02,Boden,--,SWE,SWE,73,202,2013,1,5,20132014,N,80,22,42,64
Hampus Lindholm,BOS,L,D,1994-01-20,Helsingborg,--,SWE,SWE,76,224,2012,1,6,20132014,N,80,10,43,53
