Player,Team,S/C,Pos,DOB,Birth City,S/P,Ctry,Ntnlty,Ht,Wt,Draft Yr,Round,Overall,1st Season,HOF,GP,G,A,P
Tyler Gaudet,--,L,C,1993-04-04,Hamilton,ON,CAN,CAN,75,217,--,--,--,20142015,N,14,1,2,3
Johnny Gaudreau,CBJ,L,L,1993-08-13,Salem,NJ,USA,USA,69,163,2011,4,104,20132014,N,79,30,48,78
Brendan Gaunce,CBJ,L,C,1994-03-25,Sudbury,ON,CAN,CAN,75,219,2012,1,26,20152016,N,20,1,0,1
Paul Gaustad,--,L,C,1982-02-03,Fargo,ND,USA,USA,77,227,2000,7,220,20022003,N,63,2,4,6
Luke Gazdic,--,L,L,1989-07-25,Toronto,ON,CAN,CAN,76,225,2007,6,172,20132014,N,29,1,0,1
Eric Gelinas,--,L,D,1991-05-08,Vanier,ON,CAN,CAN,76,215,2009,2,54,20122013,N,40,1,5,6
Nathan Gerbe,--,L,C,1987-07-24,Oxford,MI,USA,USA,64,176,2005,5,142,20082009,N,47,3,4,7
Ryan Getzlaf,--,R,C,1985-05-10,Regina,SK,CAN,CAN,76,220,2003,1,19,20052006,N,77,13,50,63
Tom Gilbert,--,R,D,1983-01-10,Bloomington,MN,USA,USA,74,210,2002,4,129,20062007,N,45,1,1,2
Brian Gionta,--,R,R,1979-01-18,Rochester,NY,USA,USA,67,178,1998,3,82,20012002,N,79,12,21,33
Stephen Gionta,--,R,C,1983-10-09,Rochester,NY,USA,USA,67,177,--,--,--,20102011,N,82,1,10,11
Mark Giordano,TOR,L,D,1983-10-03,Toronto,ON,CAN,CAN,72,202,--,--,--,20052006,N,82,21,35,56
Dan Girardi,--,R,D,1984-04-29,Welland,ON,CAN,CAN,73,212,--,--,--,20062007,N,74,2,15,17
Zemgus Girgensons,BUF,L,L,1994-01-05,Riga,--,LVA,LVA,74,200,2012,1,14,20132014,N,71,7,11,18
Claude Giroux,OTT,R,R,1988-01-12,Hearst,ON,CAN,CAN,71,188,2006,1,22,20072008,N,78,22,45,67
Tanner Glass,--,L,L,1983-11-29,Regina,SK,CAN,CAN,73,213,2003,9,265,20072008,N,57,4,3,7
Luke Glendening,TBL,R,C,1989-04-28,Grand Rapids,MI,USA,USA,70,190,--,--,--,20132014,N,81,8,13,21
Alex Goligoski,MIN,L,D,1985-07-30,Grand Rapids,MN,USA,USA,71,173,2004,2,61,20072008,N,82,5,32,37
Cody Goloubef,--,R,D,1989-11-30,Mississauga,ON,CAN,CAN,73,190,2008,2,37,20112012,N,43,1,7,8
Scott Gomez,--,L,C,1979-12-23,Anchorage,AK,USA,USA,71,200,1998,1,27,19992000,N,34,1,8,9
Barclay Goodrow,NYR,L,C,1993-02-26,Toronto,ON,CAN,CAN,74,209,--,--,--,20142015,N,14,0,3,3
Boyd Gordon,--,R,C,1983-10-19,Unity,SK,CAN,CAN,72,200,2002,1,17,20032004,N,65,2,2,4
Josh Gorges,--,L,D,1984-08-14,Kelowna,BC,CAN,CAN,73,204,--,--,--,20052006,N,77,2,10,12
Brandon Gormley,--,L,D,1992-02-18,Murray River,PE,CAN,CAN,74,196,2010,1,13,20132014,N,26,0,1,1
Shayne Gostisbehere,DET,L,D,1993-04-20,Pembroke Pines,FL,USA,USA,71,183,2012,3,78,20142015,N,64,17,29,46
Michael Grabner,--,L,L,1987-10-05,Villach,--,AUT,AUT,73,188,2006,1,14,20092010,N,80,9,9,18
Mikhail Grabovski,--,L,C,1984-01-31,Potsdam,--,DEU,BLR,71,186,2004,5,150,20062007,N,58,9,16,25
Petter Granberg,--,R,D,1992-08-27,Gallivare,--,SWE,SWE,75,200,2010,4,116,20132014,N,27,0,2,2
Markus Granlund,--,L,C,1993-04-16,Oulu,--,FIN,FIN,72,180,2011,2,45,20132014,N,47,6,4,10
Mikael Granlund,SJS,L,C,1992-02-26,Oulu,--,FIN,FIN,70,185,2010,1,9,20122013,N,82,13,31,44
Derek Grant,--,L,C,1990-04-20,Abbotsford,BC,CAN,CAN,75,210,2008,4,119,20122013,N,15,0,1,1
Mike Green,--,R,D,1985-10-12,Calgary,AB,CAN,CAN,73,210,2004,1,29,20052006,N,74,7,28,35
Andy Greene,--,L,D,1982-10-30,Trenton,MI,USA,USA,71,190,--,--,--,20062007,N,82,4,9,13
Colin Greening,--,L,C,1986-03-09,St. John's,NL,CAN,CAN,74,210,2005,7,204,20102011,N,31,7,8,15
Mikhail Grigorenko,--,L,C,1994-05-16,Khabarovsk,--,RUS,RUS,75,206,2012,1,12,20122013,N,74,6,21,27
Rocco Grimaldi,--,R,R,1993-02-08,Anaheim,CA,USA,USA,66,180,2011,2,33,20142015,N,20,3,2,5
Nicklas Grossmann,--,L,D,1985-01-22,Stockholm,--,SWE,SWE,76,230,2004,2,56,20062007,N,58,3,4,7
Eric Gryba,--,R,D,1988-04-14,Saskatoon,SK,CAN,CAN,76,222,2006,3,68,20122013,N,53,1,5,6
Radko Gudas,ANA,R,D,1990-06-05,Prague,--,CZE,CZE,72,208,2010,3,66,20122013,N,76,5,9,14
Erik Gudbranson,CBJ,R,D,1992-01-07,Ottawa,ON,CAN,CAN,77,222,2010,1,3,20112012,N,64,2,7,9
Nate Guenin,--,R,D,1982-12-10,Aliquippa,PA,USA,USA,75,207,2002,4,127,20062007,N,29,0,0,0
Carl Gunnarsson,--,L,D,1986-11-09,Orebro,--,SWE,SWE,74,198,2007,7,194,20092010,N,72,3,6,9
Erik Gustafsson,NYR,L,D,1992-03-14,Nynashamn,--,SWE,SWE,73,189,2012,4,93,20152016,N,41,0,14,14
Carl Hagelin,--,L,L,1988-08-23,Sodertalje,--,SWE,SWE,72,183,2007,6,168,20112012,N,80,14,25,39
Ron Hainsey,--,L,D,1981-03-24,Bolton,CT,USA,USA,75,201,2000,1,13,20022003,N,81,5,14,19
Micheal Haley,--,L,L,1986-03-30,Guelph,ON,CAN,CAN,71,213,--,--,--,20092010,N,16,1,0,1
Matt Halischuk,--,R,R,1988-06-01,Toronto,ON,CAN,CAN,72,180,2007,4,117,20082009,N,30,0,3,3
Taylor Hall,CHI,L,L,1991-11-14,Calgary,AB,CAN,CAN,73,210,2010,1,1,20102011,N,82,26,39,65
Dan Hamhuis,--,L,D,1982-12-13,Smithers,BC,CAN,CAN,73,204,2001,1,12,20032004,N,58,3,10,13
Dougie Hamilton,NJD,R,D,1993-06-17,Toronto,ON,CAN,CAN,78,230,2011,1,9,20122013,N,82,12,31,43
Travis Hamonic,OTT,R,D,1990-08-16,St. Malo,MB,CAN,CAN,73,200,2008,2,53,20102011,N,72,5,16,21
Noah Hanifin,VGK,L,D,1997-01-25,Boston,MA,USA,USA,75,207,2015,1,5,20152016,N,79,4,18,22
Joel Hanley,CGY,L,D,1991-06-08,Keswick,ON,CAN,CAN,71,186,--,--,--,20152016,N,10,0,6,6
Jannik Hansen,--,R,R,1986-03-15,Rødovre,--,DNK,DNK,73,198,2004,9,287,20072008,N,67,22,16,38
Martin Hanzal,--,L,C,1987-02-20,Pisek,--,CZE,CZE,78,230,2005,1,17,20072008,N,64,13,28,41
Scott Harrington,--,L,D,1993-03-10,Kingston,ON,CAN,CAN,74,204,2011,2,54,20142015,N,15,0,1,1
Scott Hartnell,--,L,L,1982-04-18,Regina,SK,CAN,CAN,74,215,2000,1,6,20002001,N,79,23,26,49
Garnet Hathaway,PHI,R,R,1991-11-23,Naples,FL,USA,USA,74,212,--,--,--,20152016,N,14,0,3,3
Erik Haula,NJD,L,L,1991-03-23,Pori,--,FIN,FIN,71,191,2009,7,182,20132014,N,76,14,20,34
Jimmy Hayes,--,R,R,1989-11-21,Dorchester,MA,USA,USA,77,215,2008,2,60,20112012,N,75,13,16,29
Kevin Hayes,STL,L,R,1992-05-08,Dorchester,MA,USA,USA,77,216,2010,1,24,20142015,N,79,14,22,36
Victor Hedman,TBL,L,D,1990-12-18,Ornskoldsvik,--,SWE,SWE,79,246,2009,1,2,20092010,N,78,10,37,47
Seth Helgeson,--,L,D,1990-10-08,Faribault,MN,USA,USA,76,225,2009,4,114,20142015,N,19,0,1,1
Darren Helm,--,L,C,1987-01-21,St. Andrews,MB,CAN,CAN,72,192,2005,5,132,20072008,N,77,13,13,26
Ales Hemsky,--,R,R,1983-08-13,Pardubice,--,CZE,CZE,72,177,2001,1,13,20022003,N,75,13,26,39
Matt Hendricks,--,L,C,1981-06-17,Blaine,MN,USA,USA,72,211,2000,5,131,20082009,N,68,5,7,12
Adam Henrique,EDM,L,C,1990-02-06,Brantford,ON,CAN,CAN,72,195,2008,3,82,20102011,N,80,30,20,50
Tomas Hertl,VGK,L,C,1993-11-12,Praha,--,CZE,CZE,75,215,2012,1,17,20132014,N,81,21,25,46
Thomas Hickey,--,L,D,1989-02-08,Calgary,AB,CAN,CAN,72,185,2007,1,4,20122013,N,62,6,12,18
Chris Higgins,--,L,L,1983-06-02,Smithtown,NY,USA,USA,72,205,2002,1,14,20032004,N,33,3,1,4
Niklas Hjalmarsson,--,L,D,1987-06-06,Eksjo,--,SWE,SWE,75,197,2005,4,108,20072008,N,81,2,22,24
Cody Hodgson,--,R,C,1990-02-18,Toronto,ON,CAN,CAN,72,191,2008,1,10,20102011,N,39,3,5,8
Mike Hoffman,SJS,L,C,1989-11-24,Kitchener,ON,CAN,CAN,72,190,2009,5,130,20112012,N,78,29,30,59
Nick Holden,--,L,D,1987-05-15,St. Albert,AB,CAN,CAN,76,210,--,--,--,20102011,N,82,6,16,22
Peter Holland,--,L,C,1991-01-14,Toronto,ON,CAN,CAN,74,193,2009,1,15,20112012,N,65,9,18,27
Korbinian Holzer,--,R,D,1988-02-16,Munich,--,DEU,DEU,75,213,2006,4,111,20102011,N,29,0,3,3
Shawn Horcoff,--,L,C,1978-09-17,Trail,BC,CAN,CAN,73,210,1998,4,99,20002001,N,59,6,9,15
Patric Hornqvist,--,R,R,1987-01-01,Sollentuna,--,SWE,SWE,71,189,2005,7,230,20082009,N,82,22,29,51
Bo Horvat,NYI,L,C,1995-04-05,London,ON,CAN,CAN,73,213,2013,1,9,20142015,N,82,16,24,40
Marian Hossa,--,L,R,1979-01-12,Stará Lubovna,--,SVK,SVK,73,207,1997,1,12,19971998,Y,64,13,20,33
Quinton Howden,--,L,C,1992-01-21,Winnipeg,MB,CAN,CAN,74,189,2010,1,25,20122013,N,58,6,5,11
Jonathan Huberdeau,CGY,L,C,1993-06-04,Saint-Jerome,QC,CAN,CAN,73,200,2011,1,3,20122013,N,76,20,39,59
Jiri Hudler,--,L,R,1984-01-04,Olomouc,--,CZE,CZE,70,190,2002,2,58,20032004,N,72,16,30,46
Matt Hunwick,--,L,D,1985-05-21,Warren,MI,USA,USA,71,194,2004,7,224,20072008,N,60,2,8,10
Ben Hutton,VGK,L,D,1993-04-20,Brockville,ON,CAN,CAN,75,201,2012,5,147,20152016,N,75,1,24,25
Zach Hyman,EDM,R,L,1992-06-09,Toronto,ON,CAN,CAN,73,206,2010,5,123,20152016,N,16,4,2,6
Jarome Iginla,--,R,R,1977-07-01,Edmonton,AB,CAN,CAN,73,210,1995,1,11,19961997,Y,82,22,25,47
Barret Jackman,--,L,D,1981-03-05,Trail,BC,CAN,CAN,72,203,1999,1,17,20012002,N,73,1,4,5
Jaromir Jagr,--,L,R,1972-02-15,Kladno,--,CZE,CZE,75,230,1990,1,5,19901991,N,79,27,39,66
Mattias Janmark,EDM,L,C,1992-12-08,Danderyd,--,SWE,SWE,74,205,2013,3,79,20152016,N,73,15,14,29
Calle Jarnkrok,TOR,R,C,1991-09-25,Gavle,--,SWE,SWE,72,190,2010,2,51,20132014,N,81,16,14,30
Dmitrij Jaskin,--,L,R,1993-03-23,Omsk,--,RUS,CZE,74,216,2011,2,41,20122013,N,65,4,9,13
Boone Jenner,CBJ,L,C,1993-06-15,Dorchester,ON,CAN,CAN,74,208,2011,2,37,20132014,N,82,30,19,49
Ryan Johansen,PHI,R,C,1992-07-31,Vancouver,BC,CAN,CAN,75,218,2010,1,4,20112012,N,80,14,46,60
Marcus Johansson,MIN,L,L,1990-10-06,Landskrona,--,SWE,SWE,73,203,2009,1,24,20102011,N,74,17,29,46
Stephen Johns,--,R,D,1992-04-18,Ellwood City,PA,USA,USA,76,225,2010,2,60,20152016,N,14,1,2,3
Erik Johnson,PHI,R,D,1988-03-21,Bloomington,MN,USA,USA,76,225,2006,1,1,20072008,N,73,11,16,27
Jack Johnson,COL,L,D,1987-01-13,Indianapolis,IN,USA,USA,73,227,2005,1,3,20062007,N,60,6,8,14
Tyler Johnson,CHI,R,C,1990-07-29,Spokane,WA,USA,USA,68,185,--,--,--,20122013,N,69,14,24,38
Jussi Jokinen,--,L,L,1983-04-01,Kalajoki,--,FIN,FIN,72,191,2001,6,192,20052006,N,81,18,42,60
Jyrki Jokipakka,--,L,D,1991-08-20,Tampere,--,FIN,FIN,75,215,2011,7,195,20142015,N,58,2,10,12
David Jones,--,R,R,1984-08-10,Guelph,ON,CAN,CAN,75,208,2003,9,288,20072008,N,75,11,7,18
Seth Jones,CHI,R,D,1994-10-03,Arlington,TX,USA,USA,76,213,2013,1,4,20132014,N,81,3,28,31
Josh Jooris,--,R,R,1990-07-14,Burlington,ON,CAN,CAN,73,198,--,--,--,20142015,N,59,4,9,13
Michal Jordan,--,L,D,1990-07-17,Zlin,--,CZE,CZE,73,195,2008,4,105,20122013,N,36,1,0,1
Jacob Josefson,--,L,C,1991-03-02,Stockholm,--,SWE,SWE,72,196,2009,1,20,20102011,N,58,4,10,14
Roman Josi,NSH,L,D,1990-06-01,Bern,--,CHE,CHE,73,201,2008,2,38,20112012,N,81,14,47,61
Tomas Jurco,--,L,R,1992-12-28,Kosice,--,SVK,SVK,74,197,2011,2,35,20132014,N,44,4,2,6
Nazem Kadri,CGY,L,C,1990-10-06,London,ON,CAN,CAN,72,185,2009,1,7,20092010,N,76,17,28,45
Sergey Kalinin,--,L,C,1991-03-17,Omsk,--,RUS,RUS,75,200,--,--,--,20152016,N,78,8,7,15
Steven Kampfer,ARI,R,D,1988-09-24,Ann Arbor,MI,USA,USA,71,198,2007,4,93,20102011,N,47,0,4,4
Evander Kane,EDM,L,L,1991-08-02,Vancouver,BC,CAN,CAN,74,218,2009,1,4,20092010,N,65,20,15,35
Patrick Kane,DET,L,R,1988-11-19,Buffalo,NY,USA,USA,70,177,2007,1,1,20072008,N,82,46,60,106
Erik Karlsson,PIT,R,D,1990-05-31,Landsbro,--,SWE,SWE,72,190,2008,1,15,20092010,N,82,16,66,82
Melker Karlsson,--,R,C,1990-07-18,Lycksele,--,SWE,SWE,72,180,--,--,--,20142015,N,65,10,9,19
William Karlsson,VGK,L,C,1993-01-08,Marsta,--,SWE,SWE,72,190,2011,2,53,20142015,N,81,9,11,20
Zack Kassian,--,R,R,1991-01-24,Windsor,ON,CAN,CAN,75,211,2009,1,13,20112012,N,36,3,5,8
Duncan Keith,--,L,D,1983-07-16,Winnipeg,MB,CAN,CAN,73,192,2002,2,54,20052006,N,67,9,34,43
Chris Kelly,--,L,C,1980-11-11,Toronto,ON,CAN,CAN,72,190,1999,3,94,20032004,N,11,2,0,2
Joonas Kemppainen,--,L,C,1988-04-07,Kajaani,--,FIN,FIN,75,223,--,--,--,20152016,N,44,2,3,5
Tyler Kennedy,--,R,C,1986-07-15,Sault Ste. Marie,ON,CAN,CAN,71,185,2004,4,99,20072008,N,50,3,13,16
Tanner Kero,--,L,C,1992-07-24,Hancock,MI,USA,USA,72,180,--,--,--,20152016,N,17,1,2,3
Ryan Kesler,--,R,C,1984-08-31,Livonia,MI,USA,USA,74,206,2003,1,23,20032004,N,79,21,32,53
Phil Kessel,--,R,R,1987-10-02,Madison,WI,USA,USA,71,208,2006,1,5,20062007,N,82,26,33,59
Jujhar Khaira,MIN,L,L,1994-08-13,Surrey,BC,CAN,CAN,76,212,2012,3,63,20152016,N,15,0,2,2
Alex Killorn,ANA,L,L,1989-09-14,Halifax,NS,CAN,CAN,73,194,2007,3,77,20122013,N,81,14,26,40
Jakub Kindl,--,L,D,1987-02-10,Sumperk,--,CZE,CZE,75,199,2005,1,19,20092010,N,44,2,6,8
Dwight King,--,L,L,1989-07-05,Meadow Lake,SK,CAN,CAN,76,229,2007,4,109,20102011,N,47,7,6,13
Oscar Klefbom,--,L,D,1993-07-20,Karlstad,--,SWE,SWE,75,216,2011,1,19,20132014,N,30,4,8,12
Kevin Klein,--,R,D,1984-12-13,Kitchener,ON,CAN,CAN,73,206,2003,2,37,20052006,N,69,9,17,26
John Klingberg,TOR,R,D,1992-08-14,Gothenburg,--,SWE,SWE,74,185,2010,5,131,20142015,N,76,10,48,58
Rob Klinkhammer,--,L,L,1986-08-12,Lethbridge,AB,CAN,CAN,75,214,--,--,--,20102011,N,14,1,0,1
Corban Knight,--,R,C,1990-09-10,Oliver,BC,CAN,CAN,74,195,2009,5,135,20132014,N,20,2,5,7
Mikko Koivu,--,L,C,1983-03-12,Turku,--,FIN,FIN,75,213,2001,1,6,20052006,N,82,17,39,56
Leo Komarov,--,L,R,1987-01-23,Narva,--,EST,FIN,71,205,2006,6,180,20122013,N,67,19,17,36
Anze Kopitar,LAK,L,C,1987-08-24,Jesenice,--,SVN,SVN,75,225,2005,1,11,20062007,N,81,25,49,74
Lauri Korpikoski,--,L,L,1986-07-28,Turku,--,FIN,FIN,73,193,2004,1,19,20082009,N,71,10,12,22
Michael Kostka,--,R,D,1985-11-28,Etobicoke,ON,CAN,CAN,73,210,--,--,--,20122013,N,15,0,1,1
Chris Kreider,NYR,L,L,1991-04-30,Boxford,MA,USA,USA,75,233,2009,1,19,20122013,N,79,21,22,43
David Krejci,--,R,C,1986-04-28,Sternberk,--,CZE,CZE,72,192,2004,2,63,20062007,N,72,17,46,63
Niklas Kronwall,--,L,D,1981-01-12,Stockholm,--,SWE,SWE,72,194,2000,1,29,20032004,N,64,3,23,26
Torey Krug,STL,L,D,1991-04-12,Livonia,MI,USA,USA,69,194,--,--,--,20112012,N,81,4,40,44
Marcus Kruger,--,L,C,1990-05-27,Stockholm,--,SWE,SWE,72,186,2009,5,149,20102011,N,41,0,4,4
Nikita Kucherov,TBL,L,R,1993-06-17,Maykop,--,RUS,RUS,71,182,2011,2,58,20132014,N,77,30,36,66
Tom Kuhnhackl,--,L,R,1992-01-21,Landshut,--,DEU,DEU,74,190,2010,4,110,20152016,N,42,5,10,15
Nikolay Kulemin,--,L,L,1986-07-14,Magnitogorsk,--,RUS,RUS,73,228,2006,2,44,20082009,N,81,9,13,22
Dmitry Kulikov,FLA,L,D,1990-10-29,Lipetsk,--,RUS,RUS,73,201,2009,1,14,20092010,N,74,1,16,17
Chris Kunitz,--,L,L,1979-09-26,Regina,SK,CAN,CAN,72,188,--,--,--,20032004,N,80,17,23,40
Evgeny Kuznetsov,CAR,L,C,1992-05-19,Chelyabinsk,--,RUS,RUS,74,207,2010,1,26,20132014,N,82,20,57,77
Andrew Ladd,--,L,L,1985-12-12,Maple Ridge,BC,CAN,CAN,75,205,2004,1,4,20052006,N,78,25,21,46
Brooks Laich,--,L,C,1983-06-23,Wawota,SK,CAN,CAN,74,200,2001,6,193,20032004,N,81,2,12,14
Anton Lander,--,L,C,1991-04-24,Sundsvall,--,SWE,SWE,72,184,2009,2,40,20112012,N,61,1,2,3
Gabriel Landeskog,COL,L,L,1992-11-23,Stockholm,--,SWE,SWE,73,215,2011,1,2,20112012,N,75,20,33,53
Dylan Larkin,DET,L,C,1996-07-30,Waterford,MI,USA,USA,73,199,2014,1,15,20152016,N,80,23,22,45
Adam Larsson,SEA,R,D,1992-11-12,Skelleftea,--,SWE,SWE,75,209,2011,1,4,20112012,N,82,3,15,18
Johan Larsson,--,L,L,1992-07-25,Lau,--,SWE,SWE,71,206,2010,2,56,20122013,N,74,10,7,17
Michael Latta,--,R,C,1991-05-25,Kitchener,ON,CAN,CAN,72,207,2009,3,72,20132014,N,43,3,4,7
Scott Laughton,PHI,L,C,1994-05-30,Oakville,ON,CAN,CAN,73,191,2012,1,20,20122013,N,71,7,14,21
Curtis Lazar,NJD,R,C,1995-02-02,Salmon Arm,BC,CAN,CAN,72,203,2013,1,17,20142015,N,76,6,14,20
Vincent Lecavalier,--,L,C,1980-04-21,Ile Bizard,QC,CAN,CAN,76,215,1998,1,1,19981999,N,49,10,8,18
Nick Leddy,STL,L,D,1991-03-20,Eden Prairie,MN,USA,USA,72,205,2009,1,16,20102011,N,81,5,35,40
Anders Lee,NYI,L,L,1990-07-03,Edina,MN,USA,USA,75,227,2009,6,152,20122013,N,80,15,21,36
David Legwand,--,L,C,1980-08-17,Detroit,MI,USA,USA,74,207,1998,1,2,19981999,N,79,5,9,14
Jori Lehtera,--,L,C,1987-12-23,Helsinki,--,FIN,FIN,74,212,2008,3,65,20142015,N,79,9,25,34
Josh Leivo,--,R,L,1993-05-26,Innisfil,ON,CAN,CAN,74,192,2011,3,86,20132014,N,12,5,0,5
Lucas Lessio,--,L,L,1993-01-23,Maple,ON,CAN,CAN,73,212,2011,2,56,20132014,N,12,1,1,2
Kris Letang,PIT,R,D,1987-04-24,Montréal,QC,CAN,CAN,72,201,2005,3,62,20062007,N,71,16,51,67
Mark Letestu,--,R,C,1985-02-04,Elk Point,AB,CAN,CAN,70,195,--,--,--,20092010,N,82,10,15,25
Trevor Lewis,LAK,R,C,1987-01-08,Salt Lake City,UT,USA,USA,73,205,2006,1,17,20082009,N,75,8,8,16
John-Michael Liles,--,L,D,1980-11-25,Indianapolis,IN,USA,USA,70,185,2000,5,159,20032004,N,81,6,15,21
Oscar Lindberg,--,L,L,1991-10-29,Skelleftea,--,SWE,SWE,73,202,2010,2,57,20142015,N,68,13,15,28
Petteri Lindbohm,--,L,D,1993-09-23,Helsinki,--,FIN,FIN,75,198,2012,6,176,20142015,N,10,0,0,0
Elias Lindholm,VAN,R,C,1994-12-02,Boden,--,SWE,SWE,73,202,2013,1,5,20132014,N,82,11,28,39
Hampus Lindholm,BOS,L,D,1994-01-20,Helsingborg,--,SWE,SWE,76,224,2012,1,6,20132014,N,80,10,18,28
Bryan Little,ARI,R,C,1987-11-12,Edmonton,AB,CAN,CAN,72,191,2006,1,12,20072008,N,57,17,25,42
Ben Lovejoy,--,R,D,1984-02-20,Concord,NH,USA,USA,73,205,--,--,--,20082009,N,66,4,6,10
Adam Lowry,WPG,L,C,1993-03-29,St. Louis,MO,USA,USA,77,210,2011,3,67,20142015,N,74,7,10,17
Milan Lucic,BOS,L,L,1988-06-07,Vancouver,BC,CAN,CAN,75,236,2006,2,50,20072008,N,81,20,35,55
Joffrey Lupul,--,R,L,1983-09-23,Fort Saskatchewan,AB,CAN,CAN,73,206,2002,1,7,20032004,N,46,11,3,14
Olli Maatta,DET,L,D,1994-08-22,Jyväskylä,--,FIN,FIN,74,207,2012,1,22,20132014,N,67,6,13,19
Andrew MacDonald,--,L,D,1986-09-07,Judique,NS,CAN,CAN,73,204,2006,6,160,20082009,N,28,1,7,8
Derek MacKenzie,--,L,C,1981-06-11,Sudbury,ON,CAN,CAN,71,177,1999,5,128,20012002,N,64,6,7,13
Nathan MacKinnon,COL,R,C,1995-09-01,Halifax,NS,CAN,CAN,72,200,2013,1,1,20132014,N,72,21,31,52
Evgeni Malkin,PIT,L,C,1986-07-31,Magnitogorsk,--,RUS,RUS,75,195,2004,1,2,20062007,N,57,27,31,58
Brad Malone,EDM,L,C,1989-05-20,Miramichi,NB,CAN,CAN,74,212,2007,4,105,20112012,N,57,2,4,6
Brandon Manning,--,L,D,1990-06-04,Prince George,BC,CAN,CAN,73,205,--,--,--,20112012,N,56,1,6,7
Josh Manson,COL,R,D,1991-10-07,Hinsdale,IL,USA,CAN,75,218,2011,6,160,20142015,N,71,5,10,15
Anthony Mantha,VGK,L,R,1994-09-16,Longueuil,QC,CAN,CAN,77,234,2013,1,20,20152016,N,10,2,1,3
Brad Marchand,BOS,L,L,1988-05-11,Halifax,NS,CAN,CAN,69,176,2006,3,71,20092010,N,77,37,24,61
Alexey Marchenko,--,R,D,1992-01-02,Moscow,--,RUS,RUS,75,210,2011,7,205,20132014,N,66,2,9,11
Jonathan Marchessault,VGK,R,R,1990-12-27,Cap-Rouge,QC,CAN,CAN,69,185,--,--,--,20122013,N,45,7,11,18
Martin Marincin,--,L,D,1992-02-18,Kosice,--,SVK,SVK,77,217,2010,2,46,20132014,N,65,1,6,7
Andrei Markov,--,L,D,1978-12-20,Voskresensk,--,RUS,RUS,72,200,1998,6,162,20002001,N,82,5,39,44
Patrick Marleau,--,L,C,1979-09-15,Aneroid,SK,CAN,CAN,74,215,1997,1,2,19971998,N,82,25,23,48
Pat Maroon,BOS,L,L,1988-04-23,St. Louis,MO,USA,USA,75,234,2007,6,161,20112012,N,72,12,15,27
Matt Martin,NYI,L,L,1989-05-08,Windsor,ON,CAN,CAN,75,215,2008,5,148,20092010,N,80,10,9,19
Paul Martin,--,L,D,1981-03-05,Minneapolis,MN,USA,USA,73,200,2000,2,62,20032004,N,78,3,17,20
Alec Martinez,VGK,L,D,1987-07-26,Rochester Hills,MI,USA,USA,73,210,2007,4,95,20092010,N,78,10,21,31
Jordan Martinook,CAR,L,L,1992-07-25,Brandon,MB,CAN,CAN,72,196,2012,2,58,20142015,N,81,9,15,24
Andreas Martinsen,--,L,L,1990-06-13,Bærum,--,NOR,NOR,74,225,--,--,--,20152016,N,55,4,7,11
Brandon Mashinter,--,L,L,1988-09-20,Bradford,ON,CAN,CAN,76,212,--,--,--,20102011,N,41,4,1,5
Stefan Matteau,--,L,C,1994-02-23,Chicago,IL,USA,USA,74,208,2012,1,29,20122013,N,32,1,1,2
Shawn Matthias,--,L,L,1988-02-19,Mississauga,ON,CAN,CAN,76,231,2006,2,47,20072008,N,71,12,16,28
Jamie McBain,--,R,D,1988-02-25,Edina,MN,USA,USA,73,195,2006,2,63,20092010,N,44,2,7,9
Jake McCabe,TOR,L,D,1993-10-12,Eau Claire,WI,USA,USA,73,211,2012,2,44,20132014,N,77,4,10,14
Jared McCann,SEA,L,L,1996-05-31,Stratford,ON,CAN,CAN,73,191,2014,1,24,20152016,N,69,9,9,18
Michael McCarron,NSH,R,R,1995-03-07,Grosse Pointe,MI,USA,USA,78,232,2013,1,25,20152016,N,20,1,1,2
Jay McClement,--,L,C,1983-03-02,Kingston,ON,CAN,CAN,73,205,2001,2,57,20052006,N,77,3,8,11
Max McCormick,SEA,L,L,1992-05-01,De Pere,WI,USA,USA,71,188,2011,6,171,20152016,N,20,2,2,4
Connor McDavid,EDM,L,C,1997-01-13,Richmond Hill,ON,CAN,CAN,73,194,2015,1,1,20152016,N,45,16,32,48
Ryan McDonagh,TBL,L,D,1989-06-13,St. Paul,MN,USA,USA,73,215,2007,1,12,20102011,N,73,9,25,34
Brock McGinn,ANA,L,L,1994-02-02,Fergus,ON,CAN,CAN,72,187,2012,2,47,20152016,N,21,3,1,4
Jamie McGinn,--,L,L,1988-08-05,Fergus,ON,CAN,CAN,73,205,2006,2,36,20082009,N,84,22,17,39
Dylan McIlrath,WSH,R,D,1992-04-20,Winnipeg,MB,CAN,CAN,77,232,2010,1,10,20132014,N,34,2,2,4
Greg McKegg,EDM,L,C,1992-06-17,St. Thomas,ON,CAN,CAN,72,195,2010,3,62,20132014,N,15,2,0,2
Cody McLeod,--,L,L,1984-06-26,Binscarth,MB,CAN,CAN,74,204,--,--,--,20072008,N,82,8,5,13
Brayden McNabb,VGK,L,D,1991-01-21,Davidson,SK,CAN,CAN,76,215,2009,3,66,20112012,N,81,2,12,14
Adam McQuaid,--,R,D,1986-10-12,Charlottetown,PE,CAN,CAN,76,210,2005,2,55,20092010,N,64,1,8,9
Evgeny Medvedev,--,L,D,1982-08-27,Chelyabinsk,--,RUS,RUS,75,187,--,--,--,20152016,N,45,4,8,12
