Player,Team,S/C,Pos,DOB,Birth City,S/P,Ctry,Ntnlty,Ht,Wt,Draft Yr,Round,Overall,1st Season,HOF,GP,G,A,P
Kevin Fiala,LAK,L,L,1996-07-22,St. Gallen,--,CHE,CHE,72,205,2014,1,11,20142015,N,82,29,44,73
Christian Fischer,DET,R,R,1997-04-15,Chicago,IL,USA,USA,74,212,2015,2,32,20162017,N,79,5,14,19
Trey Fix-Wolansky,CBJ,R,R,1999-05-26,Edmonton,AB,CAN,CAN,67,191,2018,7,204,20212022,N,11,2,1,3
Haydn Fleury,TBL,L,D,1996-07-08,Carlyle,SK,CAN,CAN,76,207,2014,1,7,20172018,N,24,1,4,5
Warren Foegele,EDM,L,L,1996-04-01,Markham,ON,CAN,CAN,74,204,2014,3,67,20172018,N,82,20,21,41
Tyson Foerster,PHI,R,R,2002-01-18,Alliston,ON,CAN,CAN,74,215,2020,1,23,20222023,N,77,20,13,33
Marcus Foligno,MIN,L,L,1991-08-10,Buffalo,NY,USA,CAN,75,226,2009,4,104,20112012,N,55,10,12,22
Nick Foligno,CHI,L,L,1987-10-31,Buffalo,NY,USA,USA,72,210,2006,1,28,20072008,N,74,17,20,37
Derek Forbort,BOS,L,D,1992-03-04,Duluth,MN,USA,USA,76,216,2010,1,15,20152016,N,35,0,4,4
Filip Forsberg,NSH,R,L,1994-08-13,Ostervala,--,SWE,SWE,73,205,2012,1,11,20122013,N,82,48,46,94
Gustav Forsling,FLA,L,D,1996-06-12,Linkoping,--,SWE,SWE,72,195,2014,5,126,20162017,N,79,10,29,39
Liam Foudy,NSH,L,C,2000-02-04,Scarborough,ON,CAN,CAN,74,193,2018,1,18,20192020,N,13,0,3,3
Cam Fowler,ANA,L,D,1991-12-05,Windsor,ON,CAN,USA,74,215,2010,1,12,20102011,N,81,5,34,39
Adam Fox,NYR,R,D,1998-02-17,Jericho,NY,USA,USA,71,185,2016,3,66,20192020,N,72,17,56,73
Trent Frederic,BOS,L,C,1998-02-11,St. Louis,MO,USA,USA,75,220,2016,1,29,20182019,N,82,18,22,40
Mark Friedman,VAN,R,D,1995-12-25,Toronto,ON,CAN,CAN,71,185,2014,3,86,20182019,N,23,0,1,1
Byron Froese,VGK,R,C,1991-03-12,Winkler,MB,CAN,CAN,72,195,2009,4,119,20152016,N,16,0,1,1
Morgan Frost,PHI,L,C,1999-05-14,Aurora,ON,CAN,CAN,72,193,2017,1,27,20192020,N,71,13,28,41
Jonah Gadjovich,FLA,L,L,1998-10-12,Whitby,ON,CAN,CAN,74,209,2017,2,55,20202021,N,39,2,2,4
Sam Gagner,EDM,R,C,1989-08-10,London,ON,CAN,CAN,71,200,2007,1,6,20072008,N,28,5,5,10
Brendan Gallagher,MTL,R,R,1992-05-06,Edmonton,AB,CAN,CAN,69,183,2010,5,147,20122013,N,77,16,15,31
Conor Garland,VAN,R,R,1996-03-11,Scituate,MA,USA,USA,70,165,2015,5,123,20182019,N,82,20,27,47
Frederick Gaudreau,MIN,R,C,1993-05-01,Bromont,QC,CAN,CAN,72,184,--,--,--,20162017,N,67,5,10,15
Johnny Gaudreau,CBJ,L,L,1993-08-13,Salem,NJ,USA,USA,69,163,2011,4,104,20132014,N,81,12,48,60
Brendan Gaunce,CBJ,L,C,1994-03-25,Sudbury,ON,CAN,CAN,75,219,2012,1,26,20152016,N,24,2,2,4
Julien Gauthier,NYI,R,R,1997-10-15,Pointe-aux-Trembles,QC,CAN,CAN,76,226,2016,1,21,20192020,N,27,5,4,9
Vladislav Gavrikov,LAK,L,D,1995-11-21,Yaroslavl,--,RUS,RUS,75,220,2015,6,159,20192020,N,77,6,17,23
Morgan Geekie,BOS,R,C,1998-07-20,Strathclair,MB,CAN,CAN,75,202,2017,3,67,20192020,N,76,17,22,39
Dennis Gilbert,CGY,L,D,1996-10-30,Buffalo,NY,USA,USA,74,216,2015,3,91,20182019,N,34,1,6,7
Mark Giordano,TOR,L,D,1983-10-03,Toronto,ON,CAN,CAN,72,202,--,--,--,20052006,N,46,3,6,9
Samuel Girard,COL,L,D,1998-05-12,Roberval,QC,CAN,CAN,70,170,2016,2,47,20172018,N,59,3,15,18
Zemgus Girgensons,BUF,L,L,1994-01-05,Riga,--,LVA,LVA,74,200,2012,1,14,20132014,N,63,8,6,14
Claude Giroux,OTT,R,R,1988-01-12,Hearst,ON,CAN,CAN,71,188,2006,1,22,20072008,N,82,21,43,64
Cody Glass,NSH,R,C,1999-04-01,Winnipeg,MB,CAN,CAN,75,206,2017,1,6,20192020,N,41,6,7,13
Luke Glendening,TBL,R,C,1989-04-28,Grand Rapids,MI,USA,USA,70,190,--,--,--,20132014,N,81,10,1,11
Alex Goligoski,MIN,L,D,1985-07-30,Grand Rapids,MN,USA,USA,71,173,2004,2,61,20072008,N,36,0,10,10
Barclay Goodrow,NYR,L,C,1993-02-26,Toronto,ON,CAN,CAN,74,209,--,--,--,20142015,N,80,4,8,12
Shayne Gostisbehere,DET,L,D,1993-04-20,Pembroke Pines,FL,USA,USA,71,183,2012,3,78,20142015,N,81,10,46,56
Yanni Gourde,SEA,L,C,1991-12-15,Saint-Narcisse,QC,CAN,CAN,69,174,--,--,--,20152016,N,80,11,22,33
Mikael Granlund,SJS,L,C,1992-02-26,Oulu,--,FIN,FIN,70,185,2010,1,9,20122013,N,69,12,48,60
Ryan Graves,PIT,L,D,1995-05-21,Yarmouth,NS,CAN,CAN,77,220,2013,4,110,20182019,N,70,3,11,14
Jordan Greenway,BUF,L,L,1997-02-16,Canton,NY,USA,USA,78,231,2015,2,50,20172018,N,67,10,18,28
A.J. Greer,CGY,L,L,1996-12-14,Joliette,QC,CAN,CAN,75,209,2015,2,39,20162017,N,59,6,6,12
Noah Gregor,TOR,L,C,1998-07-28,Beaumont,AB,CAN,CAN,72,192,2016,4,111,20192020,N,63,6,6,12
Ridly Greig,OTT,L,C,2002-08-08,Lethbridge,AB,CAN,CAN,72,184,2020,1,28,20222023,N,72,13,13,26
Bo Groulx,ANA,L,C,2000-02-06,Rouen,--,FRA,CAN,74,198,2018,2,54,20212022,N,45,0,2,2
Jonathan Gruden,PIT,L,C,2000-05-04,Rochester Hills,MI,USA,USA,72,172,2018,4,95,20222023,N,13,1,0,1
Carl Grundstrom,LAK,L,R,1997-12-01,Umea,--,SWE,SWE,72,200,2016,2,57,20182019,N,50,8,4,12
Matt Grzelcyk,BOS,L,D,1994-01-05,Charlestown,MA,USA,USA,70,180,2012,3,85,20162017,N,63,2,9,11
Radko Gudas,ANA,R,D,1990-06-05,Prague,--,CZE,CZE,72,208,2010,3,66,20122013,N,66,6,12,18
Erik Gudbranson,CBJ,R,D,1992-01-07,Ottawa,ON,CAN,CAN,77,222,2010,1,3,20112012,N,78,6,20,26
Dylan Guenther,ARI,R,R,2003-04-10,Edmonton,AB,CAN,CAN,74,175,2021,1,9,20222023,N,45,18,17,35
Jake Guentzel,CAR,L,C,1994-10-06,Omaha,NE,USA,USA,71,180,2013,3,77,20162017,N,67,30,47,77
Kaiden Guhle,MTL,L,D,2002-01-18,Edmonton,AB,CAN,CAN,75,201,2020,1,16,20222023,N,70,6,16,22
Denis Gurianov,PHI,L,R,1997-06-07,Togliatti,--,RUS,RUS,75,205,2015,1,12,20162017,N,18,1,1,2
David Gustafsson,WPG,L,C,2000-04-11,Tingsryd,--,SWE,SWE,74,196,2018,2,60,20192020,N,39,3,4,7
Erik Gustafsson,NYR,L,D,1992-03-14,Nynashamn,--,SWE,SWE,73,189,2012,4,93,20152016,N,76,6,25,31
Cole Guttman,CHI,R,C,1999-04-06,Northridge,CA,USA,USA,69,167,2017,6,180,20222023,N,27,4,4,8
Brandon Hagel,TBL,L,L,1998-08-27,Saskatoon,SK,CAN,CAN,74,183,2016,6,159,20192020,N,82,26,49,75
Nicolas Hague,VGK,L,D,1998-12-05,Kitchener,ON,CAN,CAN,78,240,2017,2,34,20192020,N,73,2,10,12
Jani Hakanpää,DAL,R,D,1992-03-31,Kirkkonummi,--,FIN,FIN,79,222,2010,4,104,20192020,N,64,2,10,12
Taylor Hall,CHI,L,L,1991-11-14,Calgary,AB,CAN,CAN,73,210,2010,1,1,20102011,N,10,2,2,4
James Hamblin,EDM,L,L,1999-04-27,Edmonton,AB,CAN,CAN,70,185,--,--,--,20222023,N,31,2,1,3
Dougie Hamilton,NJD,R,D,1993-06-17,Toronto,ON,CAN,CAN,78,230,2011,1,9,20122013,N,20,5,11,16
Travis Hamonic,OTT,R,D,1990-08-16,St. Malo,MB,CAN,CAN,73,200,2008,2,53,20102011,N,48,2,4,6
Noah Hanifin,VGK,L,D,1997-01-25,Boston,MA,USA,USA,75,207,2015,1,5,20152016,N,80,13,34,47
Joel Hanley,CGY,L,D,1991-06-08,Keswick,ON,CAN,CAN,71,186,--,--,--,20152016,N,42,1,4,5
Jansen Harkins,PIT,L,C,1997-05-23,Cleveland,OH,USA,USA,74,197,2015,2,47,20192020,N,45,0,4,4
Thomas Harley,DAL,L,D,2001-08-19,Syracuse,NY,USA,USA,76,206,2019,1,18,20212022,N,79,15,32,47
Jordan Harris,MTL,L,D,2000-07-07,Haverhill,MA,USA,USA,71,189,2018,3,71,20212022,N,56,3,11,14
Ryan Hartman,MIN,R,R,1994-09-20,Hilton Head Island,SC,USA,USA,72,197,2013,1,30,20142015,N,74,21,24,45
Rafael Harvey-Pinard,MTL,L,L,1999-01-06,Saguenay,QC,CAN,CAN,69,184,2019,7,201,20212022,N,45,2,8,10
Santeri Hatakka,NJD,L,D,2001-01-15,Riihimaki,--,FIN,FIN,73,191,2019,6,184,20212022,N,12,0,2,2
Garnet Hathaway,PHI,R,R,1991-11-23,Naples,FL,USA,USA,74,212,--,--,--,20152016,N,82,7,10,17
Erik Haula,NJD,L,L,1991-03-23,Pori,--,FIN,FIN,71,191,2009,7,182,20132014,N,76,16,19,35
Kevin Hayes,STL,L,R,1992-05-08,Dorchester,MA,USA,USA,77,216,2010,1,24,20142015,N,79,13,16,29
Barrett Hayton,ARI,L,C,2000-06-09,Peterborough,ON,CAN,CAN,73,207,2018,1,5,20192020,N,33,3,7,10
Victor Hedman,TBL,L,D,1990-12-18,Ornskoldsvik,--,SWE,SWE,79,246,2009,1,2,20092010,N,78,13,63,76
Danton Heinen,BOS,L,L,1995-07-05,Langley,BC,CAN,CAN,74,195,2014,4,116,20162017,N,74,17,19,36
Miro Heiskanen,DAL,L,D,1999-07-18,Espoo,--,FIN,FIN,74,197,2017,1,3,20182019,N,71,9,45,54
Adam Henrique,EDM,L,C,1990-02-06,Brantford,ON,CAN,CAN,72,195,2008,3,82,20102011,N,82,24,27,51
Tomas Hertl,VGK,L,C,1993-11-12,Praha,--,CZE,CZE,75,215,2012,1,17,20132014,N,54,17,21,38
Vinnie Hinostroza,PIT,R,C,1994-04-03,Chicago,IL,USA,USA,70,183,2012,6,169,20152016,N,14,1,2,3
Roope Hintz,DAL,L,C,1996-11-17,Nokia,--,FIN,FIN,75,212,2015,2,49,20182019,N,80,30,35,65
Nico Hischier,NJD,L,C,1999-01-04,Brig,--,CHE,CHE,73,175,2017,1,1,20172018,N,71,27,40,67
Mike Hoffman,SJS,L,C,1989-11-24,Kitchener,ON,CAN,CAN,72,190,2009,5,130,20112012,N,66,10,13,23
Nils Hoglander,VAN,L,L,2000-12-20,BOCKTRäSK,--,SWE,SWE,69,185,2019,2,40,20202021,N,80,24,12,36
Justin Holl,DET,R,D,1992-01-30,Tonka Bay,MN,USA,USA,76,194,2010,2,54,20172018,N,38,0,5,5
Dylan Holloway,EDM,L,L,2001-09-23,Calgary,AB,CAN,CAN,73,206,2020,1,14,20222023,N,38,6,3,9
Pontus Holmberg,TOR,L,R,1999-03-09,Vasteras,--,SWE,SWE,72,188,2018,6,156,20222023,N,54,7,10,17
Simon Holmstrom,NYI,L,R,2001-05-24,Tranas,--,SWE,SWE,74,215,2019,1,23,20222023,N,75,15,10,25
Alexander Holtz,NJD,R,R,2002-01-23,Stockholm,--,SWE,SWE,72,195,2020,1,7,20212022,N,82,16,12,28
Bo Horvat,NYI,L,C,1995-04-05,London,ON,CAN,CAN,73,213,2013,1,9,20142015,N,81,33,35,68
Brett Howden,VGK,L,C,1998-03-29,Calgary,AB,CAN,CAN,74,200,2016,1,27,20182019,N,72,8,11,19
Filip Hronek,VAN,R,D,1997-11-02,Hradec Kralove,--,CZE,CZE,72,190,2016,2,53,20182019,N,81,5,43,48
Jonathan Huberdeau,CGY,L,C,1993-06-04,Saint-Jerome,QC,CAN,CAN,73,200,2011,1,3,20122013,N,81,12,40,52
Jack Hughes,NJD,L,C,2001-05-14,Orlando,FL,USA,USA,71,175,2019,1,1,20192020,N,62,27,47,74
Luke Hughes,NJD,L,D,2003-09-09,Manchester,NH,USA,USA,74,198,2021,1,4,20222023,N,82,9,38,47
Quinn Hughes,VAN,L,D,1999-10-14,Orlando,FL,USA,USA,70,180,2018,1,7,20182019,N,82,17,75,92
Daemon Hunt,MIN,L,D,2002-05-15,Brandon,MB,CAN,CAN,73,201,2020,3,65,20232024,N,12,0,1,1
Dryden Hunt,CGY,L,L,1995-11-24,Cranbrook,BC,CAN,CAN,72,193,--,--,--,20172018,N,28,3,5,8
Ben Hutton,VGK,L,D,1993-04-20,Brockville,ON,CAN,CAN,75,201,2012,5,147,20152016,N,41,2,8,10
Zach Hyman,EDM,R,L,1992-06-09,Toronto,ON,CAN,CAN,73,206,2010,5,123,20152016,N,80,54,23,77
Alex Iafallo,WPG,L,L,1993-12-21,Eden,NY,USA,USA,72,201,--,--,--,20172018,N,82,11,16,27
Mark Jankowski,NSH,L,C,1994-09-13,Hamilton,ON,CAN,CAN,76,212,2012,1,21,20162017,N,32,7,8,15
Mattias Janmark,EDM,L,C,1992-12-08,Danderyd,--,SWE,SWE,74,205,2013,3,79,20152016,N,71,4,8,12
Calle Jarnkrok,TOR,R,C,1991-09-25,Gavle,--,SWE,SWE,72,190,2010,2,51,20132014,N,52,10,11,21
Seth Jarvis,CAR,R,C,2002-02-01,Winnipeg,MB,CAN,CAN,70,175,2020,1,13,20212022,N,81,33,34,67
Tanner Jeannot,TBL,L,L,1997-05-29,Estevan,SK,CAN,CAN,74,220,--,--,--,20202021,N,55,7,7,14
Boone Jenner,CBJ,L,C,1993-06-15,Dorchester,ON,CAN,CAN,74,208,2011,2,37,20132014,N,58,22,13,35
Nick Jensen,WSH,R,D,1990-09-21,Rogers,MN,USA,USA,73,205,2009,5,150,20162017,N,78,1,13,14
David Jiricek,CBJ,R,D,2003-11-28,Klatovy,--,CZE,CZE,76,207,2022,1,6,20222023,N,43,1,9,10
Ryan Johansen,PHI,R,C,1992-07-31,Vancouver,BC,CAN,CAN,75,218,2010,1,4,20112012,N,63,13,10,23
Marcus Johansson,MIN,L,L,1990-10-06,Landskrona,--,SWE,SWE,73,203,2009,1,24,20102011,N,78,11,19,30
Erik Johnson,PHI,R,D,1988-03-21,Bloomington,MN,USA,USA,76,225,2006,1,1,20072008,N,67,5,1,6
Jack Johnson,COL,L,D,1987-01-13,Indianapolis,IN,USA,USA,73,227,2005,1,3,20062007,N,80,3,13,16
Kent Johnson,CBJ,L,C,2002-10-18,Port Moody,BC,CAN,CAN,72,178,2021,1,5,20212022,N,42,6,10,16
Reese Johnson,CHI,R,C,1998-07-10,Regina,SK,CAN,CAN,73,193,--,--,--,20202021,N,42,2,3,5
Ryan Johnson,BUF,L,D,2001-07-24,Newport Beach,CA,USA,USA,73,195,2019,1,31,20232024,N,41,0,7,7
Tyler Johnson,CHI,R,C,1990-07-29,Spokane,WA,USA,USA,68,185,--,--,--,20122013,N,67,17,14,31
Ross Johnston,ANA,L,L,1994-02-18,Charlottetown,PE,CAN,CAN,77,234,--,--,--,20152016,N,68,1,3,4
Wyatt Johnston,DAL,R,C,2003-05-14,Toronto,ON,CAN,CAN,74,184,2021,1,23,20222023,N,82,32,33,65
Henri Jokiharju,BUF,R,D,1999-06-17,Oulu,--,FIN,FIN,72,200,2017,1,29,20182019,N,74,3,17,20
Caleb Jones,COL,L,D,1997-06-06,Arlington,TX,USA,USA,73,194,2015,4,117,20182019,N,25,0,5,5
Max Jones,ANA,L,L,1998-02-17,Rochester,MI,USA,USA,75,216,2016,1,24,20182019,N,52,5,10,15
Seth Jones,CHI,R,D,1994-10-03,Arlington,TX,USA,USA,76,213,2013,1,4,20132014,N,67,8,23,31
Zac Jones,NYR,L,D,2000-10-18,Richmond,VA,USA,USA,70,176,2019,3,68,20202021,N,31,2,7,9
Axel Jonsson-Fjallby,WPG,L,L,1998-02-10,Stockholm,--,SWE,SWE,73,189,2016,5,147,20212022,N,26,2,3,5
Mathieu Joseph,OTT,L,R,1997-02-09,Laval,QC,CAN,CAN,73,186,2015,4,120,20182019,N,72,11,24,35
Pierre-Olivier Joseph,PIT,L,D,1999-07-01,Laval,QC,CAN,CAN,74,185,2017,1,23,20202021,N,52,2,9,11
Dakota Joshua,VAN,L,C,1996-05-15,Dearborn,MI,USA,USA,75,206,2014,5,128,20202021,N,63,18,14,32
Roman Josi,NSH,L,D,1990-06-01,Bern,--,CHE,CHE,73,201,2008,2,38,20112012,N,82,23,62,85
Tyson Jost,BUF,L,C,1998-03-14,St. Albert,AB,CAN,CAN,71,187,2016,1,10,20162017,N,43,3,3,6
Noah Juulsen,VAN,R,D,1997-04-02,Surrey,BC,CAN,CAN,74,201,2015,1,26,20172018,N,54,1,6,7
Nazem Kadri,CGY,L,C,1990-10-06,London,ON,CAN,CAN,72,185,2009,1,7,20092010,N,82,29,46,75
Wyatt Kaiser,CHI,L,D,2002-07-31,Andover,MN,USA,USA,72,173,2020,3,81,20222023,N,32,0,7,7
Kaapo Kakko,NYR,L,R,2001-02-13,Turku,--,FIN,FIN,74,205,2019,1,2,20192020,N,61,13,6,19
Arthur Kaliyev,LAK,L,R,2001-06-26,Tashkent,--,UZB,USA,74,210,2019,2,33,20202021,N,51,7,8,15
David Kampf,TOR,L,C,1995-01-12,Chomutov,--,CZE,CZE,74,190,--,--,--,20172018,N,78,8,11,19
Evander Kane,EDM,L,L,1991-08-02,Vancouver,BC,CAN,CAN,74,218,2009,1,4,20092010,N,77,24,20,44
Patrick Kane,DET,L,R,1988-11-19,Buffalo,NY,USA,USA,70,177,2007,1,1,20072008,N,50,20,27,47
Kasperi Kapanen,STL,R,R,1996-07-23,Kuopio,--,FIN,FIN,73,194,2014,1,22,20152016,N,73,6,16,22
Kirill Kaprizov,MIN,L,L,1997-04-26,Novokuznetsk,--,RUS,RUS,70,202,2015,5,135,20202021,N,75,46,50,96
Erik Karlsson,PIT,R,D,1990-05-31,Landsbro,--,SWE,SWE,72,190,2008,1,15,20092010,N,82,11,45,56
William Karlsson,VGK,L,C,1993-01-08,Marsta,--,SWE,SWE,72,190,2011,2,53,20142015,N,70,30,30,60
Tye Kartye,SEA,L,L,2001-04-30,Kingston,ON,CAN,CAN,71,202,--,--,--,20232024,N,77,11,9,20
Mark Kastelic,OTT,R,C,1999-03-11,Phoenix,AZ,USA,USA,76,226,2019,5,125,20212022,N,63,5,5,10
Boris Katchouk,OTT,L,L,1998-06-18,Vancouver,BC,CAN,CAN,74,206,2016,2,44,20212022,N,59,7,6,13
Milos Kelemen,ARI,L,L,1999-07-06,Zvolen,--,SVK,SVK,74,210,--,--,--,20222023,N,10,0,1,1
Clayton Keller,ARI,L,R,1998-07-29,Chesterfield,MO,USA,USA,70,178,2016,1,7,20162017,N,78,33,43,76
Parker Kelly,OTT,L,L,1999-05-14,Camrose,AB,CAN,CAN,73,185,--,--,--,20202021,N,80,8,10,18
Adrian Kempe,LAK,L,R,1996-09-13,Kramfors,--,SWE,SWE,74,200,2014,1,29,20162017,N,77,28,47,75
Alex Kerfoot,ARI,L,C,1994-08-11,Vancouver,BC,CAN,CAN,71,186,2012,5,150,20172018,N,82,13,32,45
Matthew Kessel,STL,R,D,2000-06-23,Phoenix,AZ,USA,USA,74,205,2020,5,150,20222023,N,39,1,6,7
Michael Kesselring,ARI,R,D,2000-01-13,New Hampton,NH,USA,USA,76,190,2018,6,164,20222023,N,65,5,16,21
Marat Khusnutdinov,MIN,L,C,2002-07-17,Moscow,--,RUS,RUS,71,176,2020,2,37,20232024,N,16,1,3,4
Alex Killorn,ANA,L,L,1989-09-14,Halifax,NS,CAN,CAN,73,194,2007,3,77,20122013,N,63,18,18,36
Joel Kiviranta,COL,L,L,1996-03-23,Vantaa,--,FIN,FIN,71,185,--,--,--,20192020,N,56,3,6,9
John Klingberg,TOR,R,D,1992-08-14,Gothenburg,--,SWE,SWE,74,185,2010,5,131,20142015,N,14,0,5,5
Matthew Knies,TOR,L,L,2002-10-17,Phoenix,AZ,USA,USA,75,217,2021,2,57,20222023,N,80,15,20,35
Nikolai Knyzhov,SJS,L,D,1998-03-20,Kemerovo,--,RUS,RUS,75,222,--,--,--,20192020,N,10,0,1,1
Keegan Kolesar,VGK,R,R,1997-04-08,Brandon,MB,CAN,CAN,74,216,2015,3,69,20192020,N,79,8,10,18
Travis Konecny,PHI,R,R,1997-03-11,London,ON,CAN,CAN,70,192,2015,1,24,20162017,N,76,33,35,68
Anze Kopitar,LAK,L,C,1987-08-24,Jesenice,--,SVN,SVN,75,225,2005,1,11,20062007,N,81,26,44,70
Kevin Korchinski,CHI,L,D,2004-06-21,Saskatoon,SK,CAN,CAN,73,185,2022,1,7,20232024,N,76,5,10,15
Kaedan Korczak,VGK,R,D,2001-01-29,Yorkton,SK,CAN,CAN,75,201,2019,2,41,20212022,N,26,1,8,9
Klim Kostin,SJS,L,C,1999-05-05,Penza,--,RUS,RUS,76,232,2017,1,31,20192020,N,52,8,6,14
Jesperi Kotkaniemi,CAR,L,C,2000-07-06,Pori,--,FIN,FIN,74,201,2018,1,3,20182019,N,79,12,15,27
Johnathan Kovacevic,MTL,R,D,1997-07-12,Hamilton,ON,CAN,CAN,77,223,2017,3,74,20212022,N,62,6,7,13
Peyton Krebs,BUF,L,C,2001-01-26,Calgary,AB,CAN,CAN,72,186,2019,1,17,20202021,N,80,4,13,17
Chris Kreider,NYR,L,L,1991-04-30,Boxford,MA,USA,USA,75,233,2009,1,19,20122013,N,82,39,36,75
Torey Krug,STL,L,D,1991-04-12,Livonia,MI,USA,USA,69,194,--,--,--,20112012,N,77,4,35,39
Dominik Kubalik,OTT,L,L,1995-08-21,Plzen,--,CZE,CZE,74,192,2013,7,191,20192020,N,74,11,4,15
Nikita Kucherov,TBL,L,R,1993-06-17,Maykop,--,RUS,RUS,71,182,2011,2,58,20132014,N,81,44,100,144
Brett Kulak,EDM,L,D,1994-01-06,Edmonton,AB,CAN,CAN,74,192,2012,4,105,20142015,N,82,3,13,16
Dmitry Kulikov,FLA,L,D,1990-10-29,Lipetsk,--,RUS,RUS,73,201,2009,1,14,20092010,N,76,1,19,20
Luke Kunin,SJS,R,C,1997-12-04,Chesterfield,MO,USA,USA,72,197,2016,1,15,20172018,N,77,11,7,18
Rasmus Kupari,WPG,R,C,2000-03-15,Kotka,--,FIN,FIN,74,201,2018,1,20,20202021,N,28,0,1,1
Sean Kuraly,CBJ,L,C,1993-01-20,Niagara Falls,NY,USA,USA,74,215,2011,5,133,20162017,N,62,9,9,18
Philipp Kurashev,CHI,L,C,1999-10-12,Munsingen,--,CHE,CHE,72,190,2018,4,120,20202021,N,75,18,36,54
Andrei Kuzmenko,CGY,R,L,1996-02-04,Yakutsk,--,RUS,RUS,71,194,--,--,--,20222023,N,72,22,24,46
Evgeny Kuznetsov,CAR,L,C,1992-05-19,Chelyabinsk,--,RUS,RUS,74,207,2010,1,26,20132014,N,63,8,16,24
Oliver Kylington,CGY,L,D,1997-05-19,Stockholm,--,SWE,SWE,72,183,2015,2,60,20152016,N,33,3,5,8
Jordan Kyrou,STL,R,C,1998-05-05,Toronto,ON,CAN,CAN,73,196,2016,2,35,20182019,N,82,31,36,67
Kevin Labanc,SJS,R,R,1995-12-12,Brooklyn,NY,USA,USA,71,185,2014,6,171,20162017,N,46,2,7,9
Jackson LaCombe,ANA,L,D,2001-01-09,Eden Prairie,MN,USA,USA,74,205,2019,2,39,20222023,N,71,2,15,17
Alex Laferriere,LAK,R,R,2001-10-28,Chatham,NJ,USA,USA,73,205,2020,3,83,20232024,N,81,12,11,23
Sam Lafferty,VAN,R,C,1995-03-06,Hollidaysburg,PA,USA,USA,74,205,2014,4,113,20192020,N,79,13,11,24
Alexis Lafrenière,NYR,L,L,2001-10-11,St-Eustache,QC,CAN,CAN,73,194,2020,1,1,20202021,N,82,28,29,57
William Lagesson,ANA,L,D,1996-02-22,Gothenburg,--,SWE,SWE,74,211,2014,4,91,20192020,N,40,0,4,4
Patrik Laine,CBJ,R,L,1998-04-19,Tampere,--,FIN,FIN,77,215,2016,1,2,20162017,N,18,6,3,9
Hendrix Lapierre,WSH,L,C,2002-02-09,Gatineau,QC,CAN,CAN,72,180,2020,1,22,20212022,N,51,8,14,22
Dylan Larkin,DET,L,C,1996-07-30,Waterford,MI,USA,USA,73,199,2014,1,15,20152016,N,68,33,36,69
Adam Larsson,SEA,R,D,1992-11-12,Skelleftea,--,SWE,SWE,75,209,2011,1,4,20112012,N,81,4,14,18
Scott Laughton,PHI,L,C,1994-05-30,Oakville,ON,CAN,CAN,73,191,2012,1,20,20122013,N,82,13,26,39
Jakub Lauko,BOS,L,C,2000-03-28,Prague,--,CZE,CZE,73,193,2018,3,77,20222023,N,60,2,8,10
Jeremy Lauzon,NSH,L,D,1997-04-28,Val-d'Or,QC,CAN,CAN,75,225,2015,2,52,20182019,N,79,6,8,14
Curtis Lazar,NJD,R,C,1995-02-02,Salmon Arm,BC,CAN,CAN,72,203,2013,1,17,20142015,N,71,7,18,25
Brett Leason,ANA,R,R,1999-04-30,Calgary,AB,CAN,CAN,77,218,2019,2,56,20212022,N,68,11,11,22
Nick Leddy,STL,L,D,1991-03-20,Eden Prairie,MN,USA,USA,72,205,2009,1,16,20102011,N,82,3,25,28
Anders Lee,NYI,L,L,1990-07-03,Edina,MN,USA,USA,75,227,2009,6,152,20122013,N,81,20,17,37
Artturi Lehkonen,COL,L,L,1995-07-04,Piikkio,--,FIN,FIN,71,179,2013,2,55,20162017,N,45,16,18,34
Brendan Lemieux,CAR,L,L,1996-03-15,Denver,CO,USA,USA,73,215,2014,2,31,20172018,N,32,3,2,5
Kris Letang,PIT,R,D,1987-04-24,Montréal,QC,CAN,CAN,72,201,2005,3,62,20062007,N,82,10,41,51
Vinni Lettieri,MIN,R,C,1995-02-06,Excelsior,MN,USA,USA,70,184,--,--,--,20172018,N,46,5,4,9
Trevor Lewis,LAK,R,C,1987-01-08,Salt Lake City,UT,USA,USA,73,205,2006,1,17,20082009,N,82,8,8,16
Timothy Liljegren,TOR,R,D,1999-04-30,Kristianstad,--,SWE,SWE,73,190,2017,1,17,20192020,N,55,3,20,23
Emil Lilleberg,TBL,L,D,2001-02-02,Sarpsborg,--,NOR,NOR,74,202,2021,4,107,20232024,N,37,0,5,5
Esa Lindell,DAL,L,D,1994-05-23,Vantaa,--,FIN,FIN,75,216,2012,3,74,20152016,N,82,5,21,26
Ryan Lindgren,NYR,L,D,1998-02-11,Burnsville,MN,USA,USA,72,193,2016,2,49,20182019,N,76,3,14,17
Elias Lindholm,VAN,R,C,1994-12-02,Boden,--,SWE,SWE,73,202,2013,1,5,20132014,N,75,15,29,44
Hampus Lindholm,BOS,L,D,1994-01-20,Helsingborg,--,SWE,SWE,76,224,2012,1,6,20132014,N,73,3,23,26
Gustav Lindstrom,ANA,R,D,1998-10-20,Ostervala,--,SWE,SWE,74,194,2017,2,38,20192020,N,46,3,7,10
Blake Lizotte,LAK,L,C,1997-12-13,Lindstrom,MN,USA,USA,69,175,--,--,--,20182019,N,62,7,8,15
